geography,year,group,population,metric,count,rate_per_100k
New Haven,2020,Pedestrian/Cyclist/Other,134023,Injury or fatal crashes,173,129.08232169105304
New Haven,2020,Pedestrian/Cyclist/Other,134023,Fatal crashes,11,8.207546465905105
New Haven,2021,Pedestrian/Cyclist/Other,134023,Total crashes,181,135.05144639352946
New Haven,2021,Pedestrian/Cyclist/Other,134023,Injury or fatal crashes,159,118.63635346171925
New Haven,2021,Pedestrian/Cyclist/Other,134023,Fatal crashes,11,8.207546465905105
New Haven,2022,Pedestrian/Cyclist/Other,134023,Total crashes,210,156.68952344000655
New Haven,2022,Pedestrian/Cyclist/Other,134023,Injury or fatal crashes,189,141.0205710960059
New Haven,2022,Pedestrian/Cyclist/Other,134023,Fatal crashes,5,3.7307029390477755
New Haven,2023,Pedestrian/Cyclist/Other,134023,Total crashes,202,150.72039873753013
New Haven,2023,Pedestrian/Cyclist/Other,134023,Injury or fatal crashes,179,133.55916521791036
New Haven,2023,Pedestrian/Cyclist/Other,134023,Fatal crashes,7,5.222984114666885
New Haven,2024,Pedestrian/Cyclist/Other,134023,Total crashes,213,158.92794520343523
New Haven,2024,Pedestrian/Cyclist/Other,134023,Injury or fatal crashes,178,132.8130246301008
New Haven,2024,Pedestrian/Cyclist/Other,134023,Fatal crashes,5,3.7307029390477755
New Haven,2025,Pedestrian/Cyclist/Other,134023,Total crashes,193,144.0051334472441
New Haven,2025,Pedestrian/Cyclist/Other,134023,Injury or fatal crashes,168,125.35161875200525
New Haven,2025,Pedestrian/Cyclist/Other,134023,Fatal crashes,6,4.47684352685733
Stamford,2015,Driver/Passenger,135470,Total crashes,5248,3873.9204251863885
Stamford,2015,Driver/Passenger,135470,Injury or fatal crashes,870,642.2086070716764
Stamford,2015,Driver/Passenger,135470,Fatal crashes,1,0.7381708127260649
Stamford,2016,Driver/Passenger,135470,Total crashes,5305,3915.996161511774
Stamford,2016,Driver/Passenger,135470,Injury or fatal crashes,869,641.4704362589503
Stamford,2016,Driver/Passenger,135470,Fatal crashes,1,0.7381708127260649
Stamford,2017,Driver/Passenger,135470,Total crashes,4613,3405.181959105337
Stamford,2017,Driver/Passenger,135470,Injury or fatal crashes,705,520.4104229718757
Stamford,2017,Driver/Passenger,135470,Fatal crashes,6,4.429024876356389
Stamford,2018,Driver/Passenger,135470,Total crashes,5061,3735.882483206614
Stamford,2018,Driver/Passenger,135470,Injury or fatal crashes,809,597.1801874953865
Stamford,2018,Driver/Passenger,135470,Fatal crashes,4,2.9526832509042595
Stamford,2019,Driver/Passenger,135470,Total crashes,4580,3380.8223222853767
Stamford,2019,Driver/Passenger,135470,Injury or fatal crashes,845,623.7543367535247
Stamford,2019,Driver/Passenger,135470,Fatal crashes,1,0.7381708127260649
Stamford,2020,Driver/Passenger,135470,Total crashes,3331,2458.846977190522
Stamford,2020,Driver/Passenger,135470,Injury or fatal crashes,589,434.7826086956522
Stamford,2020,Driver/Passenger,135470,Fatal crashes,1,0.7381708127260649
Stamford,2021,Driver/Passenger,135470,Total crashes,4008,2958.588617406068
Stamford,2021,Driver/Passenger,135470,Injury or fatal crashes,731,539.6028641027534
Stamford,2021,Driver/Passenger,135470,Fatal crashes,3,2.2145124381781947
Stamford,2022,Driver/Passenger,135470,Total crashes,4074,3007.307891045988
Stamford,2022,Driver/Passenger,135470,Injury or fatal crashes,731,539.6028641027534
Stamford,2022,Driver/Passenger,135470,Fatal crashes,5,3.6908540636303244
Stamford,2023,Driver/Passenger,135470,Total crashes,3833,2829.4087251790065
Stamford,2023,Driver/Passenger,135470,Injury or fatal crashes,723,533.6974976009449
Stamford,2023,Driver/Passenger,135470,Fatal crashes,5,3.6908540636303244
Stamford,2024,Driver/Passenger,135470,Total crashes,3855,2845.6484830589798
Stamford,2024,Driver/Passenger,135470,Injury or fatal crashes,715,527.7921310991363
Stamford,2024,Driver/Passenger,135470,Fatal crashes,5,3.6908540636303244
Stamford,2025,Driver/Passenger,135470,Total crashes,3792,2799.143721857238
Stamford,2025,Driver/Passenger,135470,Injury or fatal crashes,731,539.6028641027534
Stamford,2025,Driver/Passenger,135470,Fatal crashes,0,0
Stamford,2015,Pedestrian/Cyclist/Other,135470,Total crashes,124,91.53318077803205
Stamford,2015,Pedestrian/Cyclist/Other,135470,Injury or fatal crashes,114,84.1514726507714
Stamford,2015,Pedestrian/Cyclist/Other,135470,Fatal crashes,2,1.4763416254521298
Stamford,2016,Pedestrian/Cyclist/Other,135470,Total crashes,143,105.55842621982727
Stamford,2016,Pedestrian/Cyclist/Other,135470,Injury or fatal crashes,137,101.12940134347089
Stamford,2016,Pedestrian/Cyclist/Other,135470,Fatal crashes,4,2.9526832509042595
Stamford,2017,Pedestrian/Cyclist/Other,135470,Total crashes,106,78.24610614896288
Stamford,2017,Pedestrian/Cyclist/Other,135470,Injury or fatal crashes,97,71.60256883442828
Stamford,2017,Pedestrian/Cyclist/Other,135470,Fatal crashes,2,1.4763416254521298
Stamford,2018,Pedestrian/Cyclist/Other,135470,Total crashes,108,79.722447774415
Stamford,2018,Pedestrian/Cyclist/Other,135470,Injury or fatal crashes,102,75.29342289805861
Stamford,2018,Pedestrian/Cyclist/Other,135470,Fatal crashes,2,1.4763416254521298
Stamford,2019,Pedestrian/Cyclist/Other,135470,Total crashes,115,84.88964346349745
Stamford,2019,Pedestrian/Cyclist/Other,135470,Injury or fatal crashes,105,77.5079353362368
Stamford,2019,Pedestrian/Cyclist/Other,135470,Fatal crashes,1,0.7381708127260649
Stamford,2020,Pedestrian/Cyclist/Other,135470,Total crashes,97,71.60256883442828
Stamford,2020,Pedestrian/Cyclist/Other,135470,Injury or fatal crashes,87,64.22086070716763
Stamford,2020,Pedestrian/Cyclist/Other,135470,Fatal crashes,2,1.4763416254521298
Stamford,2021,Pedestrian/Cyclist/Other,135470,Total crashes,119,87.84232671440171
Stamford,2021,Pedestrian/Cyclist/Other,135470,Injury or fatal crashes,112,82.67513102531926
Stamford,2021,Pedestrian/Cyclist/Other,135470,Fatal crashes,0,0
Stamford,2022,Pedestrian/Cyclist/Other,135470,Total crashes,121,89.31866833985384
Stamford,2022,Pedestrian/Cyclist/Other,135470,Injury or fatal crashes,115,84.88964346349745
Stamford,2022,Pedestrian/Cyclist/Other,135470,Fatal crashes,4,2.9526832509042595
Stamford,2023,Pedestrian/Cyclist/Other,135470,Total crashes,119,87.84232671440171
Stamford,2023,Pedestrian/Cyclist/Other,135470,Injury or fatal crashes,102,75.29342289805861
Stamford,2023,Pedestrian/Cyclist/Other,135470,Fatal crashes,4,2.9526832509042595
Stamford,2024,Pedestrian/Cyclist/Other,135470,Total crashes,110,81.19878939986714
Stamford,2024,Pedestrian/Cyclist/Other,135470,Injury or fatal crashes,100,73.81708127260649
Stamford,2024,Pedestrian/Cyclist/Other,135470,Fatal crashes,1,0.7381708127260649
Stamford,2025,Pedestrian/Cyclist/Other,135470,Total crashes,122,90.05683915257991
Stamford,2025,Pedestrian/Cyclist/Other,135470,Injury or fatal crashes,118,87.10415590167565
Stamford,2025,Pedestrian/Cyclist/Other,135470,Fatal crashes,1,0.7381708127260649
Waterbury,2015,Driver/Passenger,114403,Total crashes,5067,4429.079657002002
Waterbury,2015,Driver/Passenger,114403,Injury or fatal crashes,1250,1092.6286898070855
Waterbury,2015,Driver/Passenger,114403,Fatal crashes,12,10.48923542214802
Waterbury,2016,Driver/Passenger,114403,Total crashes,5552,4853.01958864715
Waterbury,2016,Driver/Passenger,114403,Injury or fatal crashes,1428,1248.2190152356145
Waterbury,2016,Driver/Passenger,114403,Fatal crashes,9,7.866926566611015
Waterbury,2017,Driver/Passenger,114403,Total crashes,5928,5181.682298541123
Waterbury,2017,Driver/Passenger,114403,Injury or fatal crashes,1500,1311.1544277685025
Waterbury,2017,Driver/Passenger,114403,Fatal crashes,10,8.741029518456685
Waterbury,2018,Driver/Passenger,114403,Total crashes,5999,5243.743608122164
Waterbury,2018,Driver/Passenger,114403,Injury or fatal crashes,1471,1285.805442164978
Waterbury,2018,Driver/Passenger,114403,Fatal crashes,6,5.24461771107401
Waterbury,2019,Driver/Passenger,114403,Total crashes,5706,4987.631443231384
Waterbury,2019,Driver/Passenger,114403,Injury or fatal crashes,1409,1231.6110591505467
Waterbury,2019,Driver/Passenger,114403,Fatal crashes,8,6.9928236147653475
Waterbury,2020,Driver/Passenger,114403,Total crashes,4724,4129.262344518937
Waterbury,2020,Driver/Passenger,114403,Injury or fatal crashes,1273,1112.733057699536
Waterbury,2020,Driver/Passenger,114403,Fatal crashes,6,5.24461771107401
Waterbury,2021,Driver/Passenger,114403,Total crashes,5179,4526.9791876087165
Waterbury,2021,Driver/Passenger,114403,Injury or fatal crashes,1408,1230.7369561987011
Waterbury,2021,Driver/Passenger,114403,Fatal crashes,6,5.24461771107401
Waterbury,2022,Driver/Passenger,114403,Total crashes,4806,4200.938786570282
Waterbury,2022,Driver/Passenger,114403,Injury or fatal crashes,1342,1173.046161376887
Waterbury,2022,Driver/Passenger,114403,Fatal crashes,15,13.111544277685027
Waterbury,2023,Driver/Passenger,114403,Total crashes,4630,4047.0966670454445
Waterbury,2023,Driver/Passenger,114403,Injury or fatal crashes,1211,1058.5386746851043
Waterbury,2023,Driver/Passenger,114403,Fatal crashes,12,10.48923542214802
Waterbury,2024,Driver/Passenger,114403,Total crashes,4401,3846.927091072787
Waterbury,2024,Driver/Passenger,114403,Injury or fatal crashes,1127,985.1140267300683
Waterbury,2024,Driver/Passenger,114403,Fatal crashes,10,8.741029518456685
Waterbury,2025,Driver/Passenger,114403,Total crashes,4439,3880.1430032429216
Waterbury,2025,Driver/Passenger,114403,Injury or fatal crashes,1068,933.5419525711739
Waterbury,2025,Driver/Passenger,114403,Fatal crashes,6,5.24461771107401
Waterbury,2015,Pedestrian/Cyclist/Other,114403,Total crashes,114,99.64773651040619
Waterbury,2015,Pedestrian/Cyclist/Other,114403,Injury or fatal crashes,99,86.53619223272118
Waterbury,2015,Pedestrian/Cyclist/Other,114403,Fatal crashes,4,3.4964118073826738
Waterbury,2016,Pedestrian/Cyclist/Other,114403,Total crashes,112,97.89953060671485
Waterbury,2016,Pedestrian/Cyclist/Other,114403,Injury or fatal crashes,99,86.53619223272118
Waterbury,2016,Pedestrian/Cyclist/Other,114403,Fatal crashes,3,2.622308855537005
Waterbury,2017,Pedestrian/Cyclist/Other,114403,Total crashes,133,116.2556925954739
Waterbury,2017,Pedestrian/Cyclist/Other,114403,Injury or fatal crashes,114,99.64773651040619
Waterbury,2017,Pedestrian/Cyclist/Other,114403,Fatal crashes,6,5.24461771107401
Waterbury,2018,Pedestrian/Cyclist/Other,114403,Total crashes,129,112.75928078809123
Waterbury,2018,Pedestrian/Cyclist/Other,114403,Injury or fatal crashes,114,99.64773651040619
Waterbury,2018,Pedestrian/Cyclist/Other,114403,Fatal crashes,3,2.622308855537005
Waterbury,2019,Pedestrian/Cyclist/Other,114403,Total crashes,151,131.98954572869593
Waterbury,2019,Pedestrian/Cyclist/Other,114403,Injury or fatal crashes,135,118.00389849916523
Waterbury,2019,Pedestrian/Cyclist/Other,114403,Fatal crashes,4,3.4964118073826738
Waterbury,2020,Pedestrian/Cyclist/Other,114403,Total crashes,113,98.77363355856052
Waterbury,2020,Pedestrian/Cyclist/Other,114403,Injury or fatal crashes,93,81.29157452164716
Waterbury,2020,Pedestrian/Cyclist/Other,114403,Fatal crashes,6,5.24461771107401
Waterbury,2021,Pedestrian/Cyclist/Other,114403,Total crashes,112,97.89953060671485
Waterbury,2021,Pedestrian/Cyclist/Other,114403,Injury or fatal crashes,98,85.66208928087549
Waterbury,2021,Pedestrian/Cyclist/Other,114403,Fatal crashes,1,0.8741029518456684
Waterbury,2022,Pedestrian/Cyclist/Other,114403,Total crashes,111,97.02542765486919
Waterbury,2022,Pedestrian/Cyclist/Other,114403,Injury or fatal crashes,97,84.78798632902983
Waterbury,2022,Pedestrian/Cyclist/Other,114403,Fatal crashes,6,5.24461771107401
Waterbury,2023,Pedestrian/Cyclist/Other,114403,Total crashes,96,83.91388337718416
Waterbury,2023,Pedestrian/Cyclist/Other,114403,Injury or fatal crashes,82,71.67644205134481
Waterbury,2023,Pedestrian/Cyclist/Other,114403,Fatal crashes,3,2.622308855537005
Waterbury,2024,Pedestrian/Cyclist/Other,114403,Total crashes,135,118.00389849916523
Waterbury,2024,Pedestrian/Cyclist/Other,114403,Injury or fatal crashes,117,102.27004536594319
Waterbury,2024,Pedestrian/Cyclist/Other,114403,Fatal crashes,6,5.24461771107401
Waterbury,2025,Pedestrian/Cyclist/Other,114403,Total crashes,101,88.2843981364125
Waterbury,2025,Pedestrian/Cyclist/Other,114403,Injury or fatal crashes,88,76.92105976241882
Waterbury,2025,Pedestrian/Cyclist/Other,114403,Fatal crashes,1,0.8741029518456684
