town,year,group,total_crashes,fatal_crashes,injury_or_fatal_crashes
Thompson,2015,Pedestrian/Cyclist/Other,1,0,1
Thompson,2016,Driver/Passenger,169,0,44
Thompson,2017,Driver/Passenger,136,0,36
Thompson,2017,Pedestrian/Cyclist/Other,1,0,1
Thompson,2018,Driver/Passenger,116,1,27
Thompson,2019,Driver/Passenger,143,1,37
Thompson,2020,Driver/Passenger,123,2,45
Thompson,2020,Pedestrian/Cyclist/Other,1,0,1
Thompson,2021,Driver/Passenger,133,0,48
Thompson,2021,Pedestrian/Cyclist/Other,2,0,2
Thompson,2022,Driver/Passenger,148,3,35
Thompson,2022,Pedestrian/Cyclist/Other,1,1,1
Thompson,2023,Driver/Passenger,129,1,24
Thompson,2023,Pedestrian/Cyclist/Other,1,0,1
Thompson,2024,Driver/Passenger,158,0,34
Thompson,2024,Pedestrian/Cyclist/Other,1,0,1
Thompson,2025,Driver/Passenger,161,1,44
Tolland,2015,Driver/Passenger,291,0,82
Tolland,2015,Pedestrian/Cyclist/Other,3,1,3
Tolland,2016,Driver/Passenger,291,1,62
Tolland,2016,Pedestrian/Cyclist/Other,4,0,4
Tolland,2017,Driver/Passenger,284,0,60
Tolland,2017,Pedestrian/Cyclist/Other,2,0,2
Tolland,2018,Driver/Passenger,256,3,66
Tolland,2018,Pedestrian/Cyclist/Other,1,0,1
Tolland,2019,Driver/Passenger,269,1,54
Tolland,2020,Driver/Passenger,168,2,44
Tolland,2020,Pedestrian/Cyclist/Other,1,0,1
Tolland,2021,Driver/Passenger,229,4,66
Tolland,2022,Driver/Passenger,249,1,44
Tolland,2022,Pedestrian/Cyclist/Other,2,0,2
Tolland,2023,Driver/Passenger,277,3,66
Tolland,2023,Pedestrian/Cyclist/Other,2,0,2
Tolland,2024,Driver/Passenger,325,1,82
Tolland,2024,Pedestrian/Cyclist/Other,1,0,1
Tolland,2025,Driver/Passenger,312,2,83
Tolland,2025,Pedestrian/Cyclist/Other,2,0,1
Torrington,2015,Driver/Passenger,815,2,167
Torrington,2015,Pedestrian/Cyclist/Other,21,2,21
Torrington,2016,Driver/Passenger,936,1,191
Torrington,2016,Pedestrian/Cyclist/Other,21,0,20
Torrington,2017,Driver/Passenger,993,1,210
Torrington,2017,Pedestrian/Cyclist/Other,19,1,13
Torrington,2018,Driver/Passenger,963,2,184
Torrington,2018,Pedestrian/Cyclist/Other,17,0,13
Torrington,2019,Driver/Passenger,870,2,177
Torrington,2019,Pedestrian/Cyclist/Other,10,0,9
Torrington,2020,Driver/Passenger,637,3,129
Torrington,2020,Pedestrian/Cyclist/Other,11,0,9
Torrington,2021,Driver/Passenger,870,5,161
Torrington,2021,Pedestrian/Cyclist/Other,16,0,15
Torrington,2022,Driver/Passenger,846,6,170
Torrington,2022,Pedestrian/Cyclist/Other,21,0,19
Torrington,2023,Driver/Passenger,833,3,165
Torrington,2023,Pedestrian/Cyclist/Other,30,1,24
Torrington,2024,Driver/Passenger,857,1,178
Torrington,2024,Pedestrian/Cyclist/Other,18,0,13
Torrington,2025,Driver/Passenger,853,0,173
Torrington,2025,Pedestrian/Cyclist/Other,12,0,10
Trumbull,2015,Driver/Passenger,1370,2,276
Trumbull,2015,Pedestrian/Cyclist/Other,8,0,6
Trumbull,2016,Driver/Passenger,1321,4,266
Trumbull,2016,Pedestrian/Cyclist/Other,9,0,8
Trumbull,2017,Driver/Passenger,1241,1,261
Trumbull,2017,Pedestrian/Cyclist/Other,8,0,8
Trumbull,2018,Driver/Passenger,1216,1,281
Trumbull,2018,Pedestrian/Cyclist/Other,11,0,10
Trumbull,2019,Driver/Passenger,1167,3,245
Trumbull,2019,Pedestrian/Cyclist/Other,11,1,11
Trumbull,2020,Driver/Passenger,841,4,211
Trumbull,2020,Pedestrian/Cyclist/Other,7,2,6
Trumbull,2021,Driver/Passenger,1202,4,250
Trumbull,2021,Pedestrian/Cyclist/Other,10,0,10
Trumbull,2022,Driver/Passenger,1134,6,242
Trumbull,2022,Pedestrian/Cyclist/Other,7,0,6
Trumbull,2023,Driver/Passenger,1095,1,255
Trumbull,2023,Pedestrian/Cyclist/Other,12,0,11
Trumbull,2024,Driver/Passenger,1159,5,260
Trumbull,2024,Pedestrian/Cyclist/Other,14,1,14
Trumbull,2025,Driver/Passenger,1060,0,243
Trumbull,2025,Pedestrian/Cyclist/Other,13,1,9
Union,2015,Driver/Passenger,45,0,11
Union,2016,Driver/Passenger,53,1,17
Union,2017,Driver/Passenger,59,2,14
Union,2017,Pedestrian/Cyclist/Other,1,0,1
Union,2018,Driver/Passenger,44,1,11
Union,2019,Driver/Passenger,64,0,12
Union,2020,Driver/Passenger,45,3,17
Union,2021,Driver/Passenger,43,0,11
Union,2022,Driver/Passenger,60,0,22
Union,2022,Pedestrian/Cyclist/Other,1,0,1
Union,2023,Driver/Passenger,59,0,16
Union,2024,Driver/Passenger,75,2,23
Union,2025,Driver/Passenger,55,0,11
Vernon,2015,Driver/Passenger,721,1,148
Vernon,2015,Pedestrian/Cyclist/Other,8,0,8
Vernon,2016,Driver/Passenger,778,1,191
Vernon,2016,Pedestrian/Cyclist/Other,15,0,15
Vernon,2017,Driver/Passenger,810,1,177
Vernon,2017,Pedestrian/Cyclist/Other,6,0,5
Vernon,2018,Driver/Passenger,766,2,175
Vernon,2018,Pedestrian/Cyclist/Other,7,1,7
Vernon,2019,Driver/Passenger,816,3,187
Vernon,2019,Pedestrian/Cyclist/Other,8,0,7
Vernon,2020,Driver/Passenger,656,3,174
Vernon,2020,Pedestrian/Cyclist/Other,10,2,9
Vernon,2021,Driver/Passenger,759,2,191
Vernon,2021,Pedestrian/Cyclist/Other,11,0,9
Vernon,2022,Driver/Passenger,767,1,196
Vernon,2022,Pedestrian/Cyclist/Other,9,0,6
Vernon,2023,Driver/Passenger,775,3,182
Vernon,2023,Pedestrian/Cyclist/Other,9,1,7
Vernon,2024,Driver/Passenger,735,2,180
Vernon,2024,Pedestrian/Cyclist/Other,14,1,12
Vernon,2025,Driver/Passenger,691,0,187
Vernon,2025,Pedestrian/Cyclist/Other,11,0,8
Voluntown,2015,Driver/Passenger,39,0,15
Voluntown,2015,Pedestrian/Cyclist/Other,2,0,0
Voluntown,2016,Driver/Passenger,47,1,16
Voluntown,2017,Driver/Passenger,44,1,14
Voluntown,2018,Driver/Passenger,45,0,11
Voluntown,2019,Driver/Passenger,36,1,12
Voluntown,2019,Pedestrian/Cyclist/Other,1,0,1
Voluntown,2020,Driver/Passenger,34,0,15
Voluntown,2021,Driver/Passenger,31,0,15
Voluntown,2022,Driver/Passenger,36,0,7
Voluntown,2023,Driver/Passenger,37,0,14
Voluntown,2024,Driver/Passenger,38,1,14
Voluntown,2024,Pedestrian/Cyclist/Other,1,0,1
Voluntown,2025,Driver/Passenger,36,1,16
Wallingford,2015,Driver/Passenger,1348,2,329
Wallingford,2015,Pedestrian/Cyclist/Other,14,0,13
Wallingford,2016,Driver/Passenger,1544,3,354
Wallingford,2016,Pedestrian/Cyclist/Other,12,0,12
Wallingford,2017,Driver/Passenger,1519,3,354
Wallingford,2017,Pedestrian/Cyclist/Other,24,1,21
Wallingford,2018,Driver/Passenger,1392,4,351
Wallingford,2018,Pedestrian/Cyclist/Other,13,1,13
Wallingford,2019,Driver/Passenger,1364,1,301
Wallingford,2019,Pedestrian/Cyclist/Other,12,1,12
Wallingford,2020,Driver/Passenger,1047,4,256
Wallingford,2020,Pedestrian/Cyclist/Other,11,1,11
Wallingford,2021,Driver/Passenger,1225,3,303
Wallingford,2021,Pedestrian/Cyclist/Other,11,0,11
Wallingford,2022,Driver/Passenger,1276,4,316
Wallingford,2022,Pedestrian/Cyclist/Other,17,2,16
Wallingford,2023,Driver/Passenger,1283,2,305
Wallingford,2023,Pedestrian/Cyclist/Other,16,0,13
Wallingford,2024,Driver/Passenger,1339,6,290
Wallingford,2024,Pedestrian/Cyclist/Other,13,1,13
Wallingford,2025,Driver/Passenger,1284,4,300
Wallingford,2025,Pedestrian/Cyclist/Other,18,1,13
Warren,2015,Driver/Passenger,19,1,7
Warren,2016,Driver/Passenger,9,0,2
Warren,2017,Driver/Passenger,19,0,7
Warren,2017,Pedestrian/Cyclist/Other,1,1,1
Warren,2018,Driver/Passenger,12,0,4
Warren,2019,Driver/Passenger,10,0,2
Warren,2020,Driver/Passenger,10,0,2
Warren,2021,Driver/Passenger,10,0,3
Warren,2022,Driver/Passenger,22,0,4
Warren,2023,Driver/Passenger,14,0,6
Warren,2024,Driver/Passenger,13,0,1
Warren,2025,Driver/Passenger,10,0,2
Warren,2025,Pedestrian/Cyclist/Other,1,0,1
Washington,2015,Driver/Passenger,81,0,16
Washington,2016,Driver/Passenger,76,0,23
Washington,2017,Driver/Passenger,69,3,19
Washington,2018,Driver/Passenger,71,0,23
Washington,2018,Pedestrian/Cyclist/Other,1,0,1
Washington,2019,Driver/Passenger,62,0,16
Washington,2020,Driver/Passenger,58,0,14
Washington,2020,Pedestrian/Cyclist/Other,1,0,1
Washington,2021,Driver/Passenger,74,1,20
Washington,2021,Pedestrian/Cyclist/Other,2,0,2
Washington,2022,Driver/Passenger,76,0,23
Washington,2023,Driver/Passenger,84,0,27
Washington,2024,Driver/Passenger,74,0,21
Washington,2025,Driver/Passenger,65,0,13
Washington,2025,Pedestrian/Cyclist/Other,2,1,2
Waterbury,2015,Driver/Passenger,5067,12,1250
Waterbury,2015,Pedestrian/Cyclist/Other,114,4,99
Waterbury,2016,Driver/Passenger,5552,9,1428
Waterbury,2016,Pedestrian/Cyclist/Other,112,3,99
Waterbury,2017,Driver/Passenger,5928,10,1500
Waterbury,2017,Pedestrian/Cyclist/Other,133,6,114
Waterbury,2018,Driver/Passenger,5999,6,1471
Waterbury,2018,Pedestrian/Cyclist/Other,129,3,114
Waterbury,2019,Driver/Passenger,5706,8,1409
Waterbury,2019,Pedestrian/Cyclist/Other,151,4,135
Waterbury,2020,Driver/Passenger,4724,6,1273
Waterbury,2020,Pedestrian/Cyclist/Other,113,6,93
Waterbury,2021,Driver/Passenger,5179,6,1408
Waterbury,2021,Pedestrian/Cyclist/Other,112,1,98
Waterbury,2022,Driver/Passenger,4806,15,1342
Waterbury,2022,Pedestrian/Cyclist/Other,111,6,97
Waterbury,2023,Driver/Passenger,4630,12,1211
Waterbury,2023,Pedestrian/Cyclist/Other,96,3,82
Waterbury,2024,Driver/Passenger,4401,10,1127
Waterbury,2024,Pedestrian/Cyclist/Other,135,6,117
Waterbury,2025,Driver/Passenger,4439,6,1068
Waterbury,2025,Pedestrian/Cyclist/Other,101,1,88
Waterford,2015,Driver/Passenger,622,0,149
Waterford,2015,Pedestrian/Cyclist/Other,7,0,6
Waterford,2016,Driver/Passenger,654,1,155
Waterford,2016,Pedestrian/Cyclist/Other,7,0,6
Waterford,2017,Driver/Passenger,638,1,144
Waterford,2017,Pedestrian/Cyclist/Other,9,1,8
Waterford,2018,Driver/Passenger,607,3,152
Waterford,2018,Pedestrian/Cyclist/Other,7,0,7
Waterford,2019,Driver/Passenger,614,0,147
Waterford,2019,Pedestrian/Cyclist/Other,7,0,6
Waterford,2020,Driver/Passenger,445,0,102
Waterford,2020,Pedestrian/Cyclist/Other,10,1,9
Waterford,2021,Driver/Passenger,537,0,101
Waterford,2021,Pedestrian/Cyclist/Other,8,0,7
Waterford,2022,Driver/Passenger,516,0,138
Waterford,2022,Pedestrian/Cyclist/Other,11,0,11
Waterford,2023,Driver/Passenger,495,3,133
Waterford,2023,Pedestrian/Cyclist/Other,7,1,7
Waterford,2024,Driver/Passenger,477,0,114
Waterford,2024,Pedestrian/Cyclist/Other,8,0,8
Waterford,2025,Driver/Passenger,488,1,114
Waterford,2025,Pedestrian/Cyclist/Other,8,0,6
Watertown,2015,Driver/Passenger,404,1,107
Watertown,2015,Pedestrian/Cyclist/Other,2,1,2
Watertown,2016,Driver/Passenger,491,1,119
Watertown,2016,Pedestrian/Cyclist/Other,4,1,3
Watertown,2017,Driver/Passenger,488,0,124
Watertown,2017,Pedestrian/Cyclist/Other,3,0,3
Watertown,2018,Driver/Passenger,471,1,104
Watertown,2018,Pedestrian/Cyclist/Other,2,1,2
Watertown,2019,Driver/Passenger,438,4,96
Watertown,2019,Pedestrian/Cyclist/Other,2,0,2
Watertown,2020,Driver/Passenger,328,2,89
Watertown,2020,Pedestrian/Cyclist/Other,4,0,3
Watertown,2021,Driver/Passenger,426,0,112
Watertown,2021,Pedestrian/Cyclist/Other,1,0,1
Watertown,2022,Driver/Passenger,440,2,85
Watertown,2022,Pedestrian/Cyclist/Other,1,0,1
Watertown,2023,Driver/Passenger,450,1,98
Watertown,2023,Pedestrian/Cyclist/Other,1,0,1
Watertown,2024,Driver/Passenger,362,0,77
Watertown,2024,Pedestrian/Cyclist/Other,4,0,4
Watertown,2025,Driver/Passenger,374,2,100
Watertown,2025,Pedestrian/Cyclist/Other,3,0,3
West Hartford,2015,Driver/Passenger,1665,0,551
West Hartford,2015,Pedestrian/Cyclist/Other,35,1,33
West Hartford,2016,Driver/Passenger,1790,2,507
West Hartford,2016,Pedestrian/Cyclist/Other,34,1,30
West Hartford,2017,Driver/Passenger,1919,1,506
West Hartford,2017,Pedestrian/Cyclist/Other,44,1,40
West Hartford,2018,Driver/Passenger,1974,0,521
West Hartford,2018,Pedestrian/Cyclist/Other,44,1,41
West Hartford,2019,Driver/Passenger,1842,0,521
West Hartford,2019,Pedestrian/Cyclist/Other,35,0,32
West Hartford,2020,Driver/Passenger,1229,0,354
West Hartford,2020,Pedestrian/Cyclist/Other,27,1,24
West Hartford,2021,Driver/Passenger,1667,0,438
West Hartford,2021,Pedestrian/Cyclist/Other,37,0,32
West Hartford,2022,Driver/Passenger,1629,2,454
West Hartford,2022,Pedestrian/Cyclist/Other,24,3,24
West Hartford,2023,Driver/Passenger,1516,2,354
West Hartford,2023,Pedestrian/Cyclist/Other,37,0,31
West Hartford,2024,Driver/Passenger,1730,2,423
West Hartford,2024,Pedestrian/Cyclist/Other,36,3,29
West Hartford,2025,Driver/Passenger,1717,1,368
West Hartford,2025,Pedestrian/Cyclist/Other,28,1,23
West Haven,2015,Driver/Passenger,1462,1,374
West Haven,2015,Pedestrian/Cyclist/Other,29,0,24
West Haven,2016,Driver/Passenger,1869,3,407
West Haven,2016,Pedestrian/Cyclist/Other,33,1,25
West Haven,2017,Driver/Passenger,1905,4,427
West Haven,2017,Pedestrian/Cyclist/Other,41,2,36
West Haven,2018,Driver/Passenger,1869,3,402
West Haven,2018,Pedestrian/Cyclist/Other,47,2,40
West Haven,2019,Driver/Passenger,1816,0,412
West Haven,2019,Pedestrian/Cyclist/Other,50,2,44
West Haven,2020,Driver/Passenger,1399,3,345
West Haven,2020,Pedestrian/Cyclist/Other,42,1,35
West Haven,2021,Driver/Passenger,1790,2,441
West Haven,2021,Pedestrian/Cyclist/Other,37,1,33
West Haven,2022,Driver/Passenger,1786,5,444
West Haven,2022,Pedestrian/Cyclist/Other,45,1,40
West Haven,2023,Driver/Passenger,1691,1,421
West Haven,2023,Pedestrian/Cyclist/Other,35,0,28
West Haven,2024,Driver/Passenger,1674,3,435
West Haven,2024,Pedestrian/Cyclist/Other,44,3,39
West Haven,2025,Driver/Passenger,1752,1,428
West Haven,2025,Pedestrian/Cyclist/Other,34,0,31
Westbrook,2015,Driver/Passenger,156,2,39
Westbrook,2015,Pedestrian/Cyclist/Other,4,0,3
Westbrook,2016,Driver/Passenger,160,0,47
Westbrook,2016,Pedestrian/Cyclist/Other,4,1,3
Westbrook,2017,Driver/Passenger,165,0,41
Westbrook,2017,Pedestrian/Cyclist/Other,2,0,2
Westbrook,2018,Driver/Passenger,134,2,24
Westbrook,2018,Pedestrian/Cyclist/Other,2,0,2
Westbrook,2019,Driver/Passenger,147,0,39
Westbrook,2019,Pedestrian/Cyclist/Other,1,1,1
Westbrook,2020,Driver/Passenger,89,1,22
Westbrook,2021,Driver/Passenger,105,1,31
Westbrook,2021,Pedestrian/Cyclist/Other,4,0,4
Westbrook,2022,Driver/Passenger,145,2,40
Westbrook,2023,Driver/Passenger,120,2,33
Westbrook,2024,Driver/Passenger,134,4,44
Westbrook,2024,Pedestrian/Cyclist/Other,1,0,1
Westbrook,2025,Driver/Passenger,137,3,29
Weston,2015,Driver/Passenger,90,0,20
Weston,2015,Pedestrian/Cyclist/Other,1,0,1
Weston,2016,Driver/Passenger,100,0,31
Weston,2016,Pedestrian/Cyclist/Other,1,0,1
Weston,2017,Driver/Passenger,109,0,26
Weston,2017,Pedestrian/Cyclist/Other,1,0,1
Weston,2018,Driver/Passenger,112,0,31
Weston,2019,Driver/Passenger,67,1,19
Weston,2020,Driver/Passenger,25,2,7
Weston,2021,Driver/Passenger,28,1,6
Weston,2021,Pedestrian/Cyclist/Other,1,0,1
Weston,2022,Driver/Passenger,20,0,9
Weston,2023,Driver/Passenger,24,0,5
Weston,2023,Pedestrian/Cyclist/Other,1,0,1
Weston,2024,Driver/Passenger,31,0,7
Weston,2025,Driver/Passenger,37,0,8
Weston,2025,Pedestrian/Cyclist/Other,1,0,1
Westport,2015,Driver/Passenger,1213,1,247
Westport,2015,Pedestrian/Cyclist/Other,12,0,12
Westport,2016,Driver/Passenger,1034,5,204
Westport,2016,Pedestrian/Cyclist/Other,11,0,9
Westport,2017,Driver/Passenger,931,3,208
Westport,2017,Pedestrian/Cyclist/Other,7,0,6
Westport,2018,Driver/Passenger,1270,1,271
Westport,2018,Pedestrian/Cyclist/Other,11,0,10
Westport,2019,Driver/Passenger,1355,2,301
Westport,2019,Pedestrian/Cyclist/Other,18,1,16
Westport,2020,Driver/Passenger,799,2,203
Westport,2020,Pedestrian/Cyclist/Other,7,0,7
Westport,2021,Driver/Passenger,1142,0,257
Westport,2021,Pedestrian/Cyclist/Other,9,0,6
Westport,2022,Driver/Passenger,1226,1,237
Westport,2022,Pedestrian/Cyclist/Other,9,0,9
Westport,2023,Driver/Passenger,1201,2,230
Westport,2023,Pedestrian/Cyclist/Other,7,1,6
Westport,2024,Driver/Passenger,1286,1,249
Westport,2024,Pedestrian/Cyclist/Other,10,0,7
Westport,2025,Driver/Passenger,1174,0,204
Westport,2025,Pedestrian/Cyclist/Other,10,1,10
Wethersfield,2015,Driver/Passenger,964,0,209
Wethersfield,2015,Pedestrian/Cyclist/Other,10,2,8
Wethersfield,2016,Driver/Passenger,918,1,178
Wethersfield,2016,Pedestrian/Cyclist/Other,16,1,13
Wethersfield,2017,Driver/Passenger,879,5,165
Wethersfield,2017,Pedestrian/Cyclist/Other,3,0,3
Wethersfield,2018,Driver/Passenger,971,0,186
Wethersfield,2018,Pedestrian/Cyclist/Other,9,0,9
Wethersfield,2019,Driver/Passenger,944,2,192
Wethersfield,2019,Pedestrian/Cyclist/Other,7,0,5
Wethersfield,2020,Driver/Passenger,622,1,135
Wethersfield,2020,Pedestrian/Cyclist/Other,4,3,4
Wethersfield,2021,Driver/Passenger,862,2,176
Wethersfield,2021,Pedestrian/Cyclist/Other,10,2,5
Wethersfield,2022,Driver/Passenger,777,0,164
Wethersfield,2022,Pedestrian/Cyclist/Other,13,2,12
Wethersfield,2023,Driver/Passenger,779,4,164
Wethersfield,2023,Pedestrian/Cyclist/Other,5,0,5
Wethersfield,2024,Driver/Passenger,732,1,138
Wethersfield,2024,Pedestrian/Cyclist/Other,7,0,7
Wethersfield,2025,Driver/Passenger,747,2,148
Wethersfield,2025,Pedestrian/Cyclist/Other,7,0,6
Willington,2015,Driver/Passenger,108,1,24
Willington,2016,Driver/Passenger,134,1,34
Willington,2017,Driver/Passenger,113,0,23
Willington,2018,Driver/Passenger,117,1,33
Willington,2018,Pedestrian/Cyclist/Other,2,0,2
Willington,2019,Driver/Passenger,124,2,29
Willington,2020,Driver/Passenger,94,2,24
Willington,2021,Driver/Passenger,136,0,36
Willington,2021,Pedestrian/Cyclist/Other,1,0,1
Willington,2022,Driver/Passenger,136,0,31
Willington,2022,Pedestrian/Cyclist/Other,1,1,1
Willington,2023,Driver/Passenger,144,1,31
Willington,2024,Driver/Passenger,148,3,43
Willington,2025,Driver/Passenger,152,0,30
Willington,2025,Pedestrian/Cyclist/Other,1,0,1
Wilton,2015,Driver/Passenger,581,1,89
Wilton,2015,Pedestrian/Cyclist/Other,2,0,1
Wilton,2016,Driver/Passenger,499,0,104
Wilton,2016,Pedestrian/Cyclist/Other,5,1,5
Wilton,2017,Driver/Passenger,506,1,103
Wilton,2017,Pedestrian/Cyclist/Other,8,0,8
Wilton,2018,Driver/Passenger,466,0,96
Wilton,2018,Pedestrian/Cyclist/Other,3,0,3
Wilton,2019,Driver/Passenger,534,0,119
Wilton,2019,Pedestrian/Cyclist/Other,6,0,6
Wilton,2020,Driver/Passenger,341,0,66
Wilton,2020,Pedestrian/Cyclist/Other,6,0,5
Wilton,2021,Driver/Passenger,369,0,73
Wilton,2021,Pedestrian/Cyclist/Other,1,0,1
Wilton,2022,Driver/Passenger,457,1,94
Wilton,2022,Pedestrian/Cyclist/Other,3,1,3
Wilton,2023,Driver/Passenger,390,1,64
Wilton,2023,Pedestrian/Cyclist/Other,2,0,2
Wilton,2024,Driver/Passenger,395,0,78
Wilton,2024,Pedestrian/Cyclist/Other,7,0,5
Wilton,2025,Driver/Passenger,362,0,71
Wilton,2025,Pedestrian/Cyclist/Other,5,0,4
Winchester,2015,Driver/Passenger,325,0,44
Winchester,2015,Pedestrian/Cyclist/Other,2,0,2
Winchester,2016,Driver/Passenger,148,0,25
Winchester,2016,Pedestrian/Cyclist/Other,1,0,1
Winchester,2017,Driver/Passenger,231,0,40
Winchester,2017,Pedestrian/Cyclist/Other,1,0,1
Winchester,2018,Driver/Passenger,263,2,44
Winchester,2018,Pedestrian/Cyclist/Other,3,0,2
Winchester,2019,Driver/Passenger,271,1,54
Winchester,2019,Pedestrian/Cyclist/Other,4,0,3
Winchester,2020,Driver/Passenger,189,3,34
Winchester,2020,Pedestrian/Cyclist/Other,3,0,3
Winchester,2021,Driver/Passenger,236,1,56
Winchester,2022,Driver/Passenger,180,1,36
Winchester,2022,Pedestrian/Cyclist/Other,3,0,3
Winchester,2023,Driver/Passenger,204,1,53
Winchester,2023,Pedestrian/Cyclist/Other,5,0,4
Winchester,2024,Driver/Passenger,244,0,59
Winchester,2024,Pedestrian/Cyclist/Other,2,0,1
Winchester,2025,Driver/Passenger,234,1,38
Winchester,2025,Pedestrian/Cyclist/Other,10,0,6
Windham,2015,Driver/Passenger,511,1,117
Windham,2015,Pedestrian/Cyclist/Other,10,0,9
Windham,2016,Driver/Passenger,544,3,103
Windham,2016,Pedestrian/Cyclist/Other,9,0,7
Windham,2017,Driver/Passenger,526,1,110
Windham,2017,Pedestrian/Cyclist/Other,11,1,10
Windham,2018,Driver/Passenger,504,1,127
Windham,2018,Pedestrian/Cyclist/Other,6,0,5
Windham,2019,Driver/Passenger,488,1,97
Windham,2019,Pedestrian/Cyclist/Other,10,0,9
Windham,2020,Driver/Passenger,420,1,128
Windham,2020,Pedestrian/Cyclist/Other,10,0,8
Windham,2021,Driver/Passenger,432,2,124
Windham,2021,Pedestrian/Cyclist/Other,12,1,10
Windham,2022,Driver/Passenger,460,3,132
Windham,2022,Pedestrian/Cyclist/Other,12,0,12
Windham,2023,Driver/Passenger,450,0,106
Windham,2023,Pedestrian/Cyclist/Other,15,1,10
Windham,2024,Driver/Passenger,526,0,113
Windham,2024,Pedestrian/Cyclist/Other,14,1,11
Windham,2025,Driver/Passenger,507,1,120
Windham,2025,Pedestrian/Cyclist/Other,10,0,9
Windsor,2015,Driver/Passenger,910,0,203
Windsor,2015,Pedestrian/Cyclist/Other,5,0,3
Windsor,2016,Driver/Passenger,1090,1,235
Windsor,2016,Pedestrian/Cyclist/Other,5,0,5
Windsor,2017,Driver/Passenger,1171,0,267
Windsor,2017,Pedestrian/Cyclist/Other,16,0,14
Windsor,2018,Driver/Passenger,1138,2,248
Windsor,2018,Pedestrian/Cyclist/Other,9,1,8
Windsor,2019,Driver/Passenger,1232,2,305
Windsor,2019,Pedestrian/Cyclist/Other,10,0,9
Windsor,2020,Driver/Passenger,761,4,177
Windsor,2020,Pedestrian/Cyclist/Other,8,1,8
Windsor,2021,Driver/Passenger,898,1,234
Windsor,2021,Pedestrian/Cyclist/Other,8,0,7
Windsor,2022,Driver/Passenger,988,2,250
Windsor,2022,Pedestrian/Cyclist/Other,5,0,4
Windsor,2023,Driver/Passenger,970,4,210
Windsor,2023,Pedestrian/Cyclist/Other,14,0,13
Windsor,2024,Driver/Passenger,1096,8,258
Windsor,2024,Pedestrian/Cyclist/Other,8,0,8
Windsor,2025,Driver/Passenger,1104,0,246
Windsor,2025,Pedestrian/Cyclist/Other,9,0,6
Windsor Locks,2015,Driver/Passenger,311,0,54
Windsor Locks,2015,Pedestrian/Cyclist/Other,5,0,3
Windsor Locks,2016,Driver/Passenger,356,1,72
Windsor Locks,2016,Pedestrian/Cyclist/Other,13,1,11
Windsor Locks,2017,Driver/Passenger,326,0,67
Windsor Locks,2017,Pedestrian/Cyclist/Other,4,0,4
Windsor Locks,2018,Driver/Passenger,336,0,78
Windsor Locks,2018,Pedestrian/Cyclist/Other,8,2,6
Windsor Locks,2019,Driver/Passenger,381,0,87
Windsor Locks,2019,Pedestrian/Cyclist/Other,6,0,6
Windsor Locks,2020,Driver/Passenger,217,0,59
Windsor Locks,2020,Pedestrian/Cyclist/Other,2,0,2
Windsor Locks,2021,Driver/Passenger,260,1,69
Windsor Locks,2021,Pedestrian/Cyclist/Other,2,0,2
Windsor Locks,2022,Driver/Passenger,322,1,72
Windsor Locks,2022,Pedestrian/Cyclist/Other,3,0,1
Windsor Locks,2023,Driver/Passenger,300,0,71
Windsor Locks,2023,Pedestrian/Cyclist/Other,6,0,5
Windsor Locks,2024,Driver/Passenger,420,1,86
Windsor Locks,2024,Pedestrian/Cyclist/Other,6,0,5
Windsor Locks,2025,Driver/Passenger,369,1,93
Windsor Locks,2025,Pedestrian/Cyclist/Other,12,0,10
Wolcott,2015,Driver/Passenger,231,0,68
Wolcott,2016,Driver/Passenger,280,0,82
Wolcott,2016,Pedestrian/Cyclist/Other,3,0,2
Wolcott,2017,Driver/Passenger,268,1,73
Wolcott,2017,Pedestrian/Cyclist/Other,2,0,2
Wolcott,2018,Driver/Passenger,267,1,76
Wolcott,2018,Pedestrian/Cyclist/Other,2,1,2
Wolcott,2019,Driver/Passenger,260,0,77
Wolcott,2020,Driver/Passenger,174,1,50
Wolcott,2021,Driver/Passenger,233,0,62
Wolcott,2021,Pedestrian/Cyclist/Other,3,0,3
Wolcott,2022,Driver/Passenger,232,1,57
Wolcott,2022,Pedestrian/Cyclist/Other,1,0,0
Wolcott,2023,Driver/Passenger,248,1,66
Wolcott,2023,Pedestrian/Cyclist/Other,1,0,1
Wolcott,2024,Driver/Passenger,242,3,67
Wolcott,2024,Pedestrian/Cyclist/Other,1,0,0
Wolcott,2025,Driver/Passenger,220,0,56
Woodbridge,2015,Driver/Passenger,306,0,68
Woodbridge,2015,Pedestrian/Cyclist/Other,2,1,2
Woodbridge,2016,Driver/Passenger,348,2,98
Woodbridge,2016,Pedestrian/Cyclist/Other,1,0,1
Woodbridge,2017,Driver/Passenger,330,0,83
Woodbridge,2017,Pedestrian/Cyclist/Other,2,0,1
Woodbridge,2018,Driver/Passenger,348,0,84
Woodbridge,2018,Pedestrian/Cyclist/Other,1,0,1
Woodbridge,2019,Driver/Passenger,332,1,81
Woodbridge,2019,Pedestrian/Cyclist/Other,1,0,1
Woodbridge,2020,Driver/Passenger,234,3,75
Woodbridge,2020,Pedestrian/Cyclist/Other,2,0,2
Woodbridge,2021,Driver/Passenger,292,1,92
Woodbridge,2021,Pedestrian/Cyclist/Other,3,2,3
Woodbridge,2022,Driver/Passenger,339,1,73
