town,year,crash_type,total_crashes,fatal_crashes,injury_or_fatal_crashes
Newington,2012,Pedestrian/vehicle,7,0,7
Newington,2012,Vehicle/vehicle,869,2,207
Newington,2013,Cyclist/vehicle,3,0,2
Newington,2013,Pedestrian/vehicle,3,0,3
Newington,2013,Vehicle/vehicle,861,0,217
Newington,2014,Cyclist/vehicle,4,0,4
Newington,2014,Pedestrian/vehicle,3,0,2
Newington,2014,Vehicle/vehicle,848,2,204
Newtown,2010,Cyclist/vehicle,1,0,1
Newtown,2010,Pedestrian/vehicle,2,1,2
Newtown,2010,Vehicle/vehicle,392,1,104
Newtown,2011,Pedestrian/vehicle,2,0,2
Newtown,2011,Vehicle/vehicle,383,1,126
Newtown,2012,Cyclist/vehicle,1,0,1
Newtown,2012,Pedestrian/vehicle,1,1,1
Newtown,2012,Vehicle/vehicle,416,1,129
Newtown,2013,Pedestrian/vehicle,3,0,3
Newtown,2013,Vehicle/vehicle,450,1,136
Newtown,2014,Vehicle/vehicle,445,1,125
Norfolk,2010,Vehicle/vehicle,36,0,7
Norfolk,2011,Vehicle/vehicle,28,0,5
Norfolk,2012,Vehicle/vehicle,47,0,8
Norfolk,2013,Vehicle/vehicle,29,1,8
Norfolk,2014,Cyclist/vehicle,1,0,1
Norfolk,2014,Vehicle/vehicle,32,0,7
North Branford,2010,Cyclist/vehicle,1,0,0
North Branford,2010,Vehicle/vehicle,215,0,62
North Branford,2011,Cyclist/vehicle,2,0,1
North Branford,2011,Pedestrian/vehicle,1,0,1
North Branford,2011,Vehicle/vehicle,327,0,72
North Branford,2012,Cyclist/vehicle,1,0,1
North Branford,2012,Vehicle/vehicle,279,1,80
North Branford,2013,Cyclist/vehicle,1,0,1
North Branford,2013,Pedestrian/vehicle,1,0,1
North Branford,2013,Vehicle/vehicle,298,0,64
North Branford,2014,Vehicle/vehicle,242,2,55
North Canaan,2010,Pedestrian/vehicle,2,0,1
North Canaan,2010,Vehicle/vehicle,72,2,17
North Canaan,2011,Pedestrian/vehicle,1,0,1
North Canaan,2011,Vehicle/vehicle,61,0,16
North Canaan,2012,Pedestrian/vehicle,1,0,1
North Canaan,2012,Vehicle/vehicle,46,1,12
North Canaan,2013,Pedestrian/vehicle,1,0,1
North Canaan,2013,Vehicle/vehicle,62,1,15
North Canaan,2014,Cyclist/vehicle,1,0,0
North Canaan,2014,Pedestrian/vehicle,1,0,1
North Canaan,2014,Vehicle/vehicle,60,0,17
North Haven,2010,Cyclist/vehicle,3,0,2
North Haven,2010,Pedestrian/vehicle,4,1,4
North Haven,2010,Vehicle/vehicle,745,6,189
North Haven,2011,Cyclist/vehicle,1,0,0
North Haven,2011,Pedestrian/vehicle,1,0,1
North Haven,2011,Vehicle/vehicle,570,1,152
North Haven,2012,Cyclist/vehicle,9,1,6
North Haven,2012,Pedestrian/vehicle,8,1,8
North Haven,2012,Vehicle/vehicle,1115,6,248
North Haven,2013,Cyclist/vehicle,5,0,3
North Haven,2013,Pedestrian/vehicle,7,1,5
North Haven,2013,Vehicle/vehicle,1097,4,271
North Haven,2014,Cyclist/vehicle,2,0,1
North Haven,2014,Pedestrian/vehicle,3,1,3
North Haven,2014,Vehicle/vehicle,985,1,230
North Stonington,2010,Vehicle/vehicle,162,2,31
North Stonington,2011,Vehicle/vehicle,183,2,56
North Stonington,2012,Vehicle/vehicle,167,0,33
North Stonington,2013,Cyclist/vehicle,1,0,1
North Stonington,2013,Pedestrian/vehicle,1,0,0
North Stonington,2013,Vehicle/vehicle,183,3,33
North Stonington,2014,Cyclist/vehicle,2,0,2
North Stonington,2014,Pedestrian/vehicle,1,1,1
North Stonington,2014,Vehicle/vehicle,144,0,41
Norwalk,2010,Cyclist/vehicle,16,0,12
Norwalk,2010,Pedestrian/vehicle,41,1,38
Norwalk,2010,Vehicle/vehicle,2635,5,532
Norwalk,2011,Cyclist/vehicle,26,0,25
Norwalk,2011,Pedestrian/vehicle,43,1,42
Norwalk,2011,Vehicle/vehicle,2412,2,641
Norwalk,2012,Cyclist/vehicle,22,0,11
Norwalk,2012,Pedestrian/vehicle,53,3,47
Norwalk,2012,Vehicle/vehicle,3247,3,584
Norwalk,2013,Cyclist/vehicle,19,0,15
Norwalk,2013,Pedestrian/vehicle,38,1,35
Norwalk,2013,Vehicle/vehicle,3062,4,613
Norwalk,2014,Cyclist/vehicle,15,0,9
Norwalk,2014,Pedestrian/vehicle,35,1,33
Norwalk,2014,Vehicle/vehicle,3253,3,585
Norwich,2010,Cyclist/vehicle,17,0,13
Norwich,2010,Pedestrian/vehicle,10,0,10
Norwich,2010,Vehicle/vehicle,1455,3,292
Norwich,2011,Cyclist/vehicle,7,0,5
Norwich,2011,Pedestrian/vehicle,14,0,13
Norwich,2011,Vehicle/vehicle,1079,1,271
Norwich,2012,Cyclist/vehicle,7,0,7
Norwich,2012,Pedestrian/vehicle,17,0,15
Norwich,2012,Vehicle/vehicle,1258,2,253
Norwich,2013,Cyclist/vehicle,5,0,5
Norwich,2013,Pedestrian/vehicle,20,0,19
Norwich,2013,Vehicle/vehicle,1250,4,227
Norwich,2014,Cyclist/vehicle,8,0,8
Norwich,2014,Pedestrian/vehicle,19,1,15
Norwich,2014,Vehicle/vehicle,1186,2,212
Old Lyme,2010,Cyclist/vehicle,1,0,1
Old Lyme,2010,Vehicle/vehicle,150,2,42
Old Lyme,2011,Cyclist/vehicle,1,0,1
Old Lyme,2011,Pedestrian/vehicle,1,0,1
Old Lyme,2011,Vehicle/vehicle,169,1,50
Old Lyme,2012,Cyclist/vehicle,1,0,1
Old Lyme,2012,Pedestrian/vehicle,2,0,1
Old Lyme,2012,Vehicle/vehicle,161,1,45
Old Lyme,2013,Cyclist/vehicle,1,0,1
Old Lyme,2013,Vehicle/vehicle,181,2,45
Old Lyme,2014,Vehicle/vehicle,154,1,34
Old Saybrook,2010,Cyclist/vehicle,4,0,3
Old Saybrook,2010,Pedestrian/vehicle,2,0,2
Old Saybrook,2010,Vehicle/vehicle,300,0,67
Old Saybrook,2011,Cyclist/vehicle,6,0,6
Old Saybrook,2011,Pedestrian/vehicle,5,0,5
Old Saybrook,2011,Vehicle/vehicle,285,0,77
Old Saybrook,2012,Cyclist/vehicle,4,0,3
Old Saybrook,2012,Pedestrian/vehicle,3,1,2
Old Saybrook,2012,Vehicle/vehicle,294,0,66
Old Saybrook,2013,Cyclist/vehicle,1,0,1
Old Saybrook,2013,Pedestrian/vehicle,1,0,1
Old Saybrook,2013,Vehicle/vehicle,291,3,69
Old Saybrook,2014,Cyclist/vehicle,4,0,2
Old Saybrook,2014,Pedestrian/vehicle,1,0,1
Old Saybrook,2014,Vehicle/vehicle,295,1,53
Orange,2010,Cyclist/vehicle,3,0,1
Orange,2010,Pedestrian/vehicle,2,0,2
Orange,2010,Vehicle/vehicle,962,2,241
Orange,2011,Cyclist/vehicle,2,0,1
Orange,2011,Pedestrian/vehicle,2,1,2
Orange,2011,Vehicle/vehicle,802,2,221
Orange,2012,Cyclist/vehicle,1,0,1
Orange,2012,Pedestrian/vehicle,7,0,6
Orange,2012,Vehicle/vehicle,838,2,213
Orange,2013,Cyclist/vehicle,1,0,1
Orange,2013,Pedestrian/vehicle,7,0,7
Orange,2013,Vehicle/vehicle,958,2,255
Orange,2014,Cyclist/vehicle,3,0,1
Orange,2014,Pedestrian/vehicle,4,0,4
Orange,2014,Vehicle/vehicle,966,3,245
Oxford,2010,Cyclist/vehicle,2,0,2
Oxford,2010,Vehicle/vehicle,208,3,56
Oxford,2011,Pedestrian/vehicle,1,0,1
Oxford,2011,Vehicle/vehicle,171,1,58
Oxford,2012,Pedestrian/vehicle,1,0,1
Oxford,2012,Vehicle/vehicle,192,1,50
Oxford,2013,Vehicle/vehicle,206,2,64
Oxford,2014,Vehicle/vehicle,183,0,42
Plainfield,2010,Cyclist/vehicle,2,0,2
Plainfield,2010,Pedestrian/vehicle,1,0,1
Plainfield,2010,Vehicle/vehicle,336,1,100
Plainfield,2011,Cyclist/vehicle,1,0,1
Plainfield,2011,Pedestrian/vehicle,1,0,1
Plainfield,2011,Vehicle/vehicle,274,1,91
Plainfield,2012,Cyclist/vehicle,1,0,0
Plainfield,2012,Pedestrian/vehicle,3,0,3
Plainfield,2012,Vehicle/vehicle,313,2,106
Plainfield,2013,Pedestrian/vehicle,1,1,1
Plainfield,2013,Vehicle/vehicle,304,1,76
Plainfield,2014,Cyclist/vehicle,3,0,3
Plainfield,2014,Pedestrian/vehicle,3,0,3
Plainfield,2014,Vehicle/vehicle,246,1,71
Plainville,2010,Cyclist/vehicle,6,0,6
Plainville,2010,Pedestrian/vehicle,5,0,5
Plainville,2010,Vehicle/vehicle,724,2,205
Plainville,2011,Cyclist/vehicle,3,0,3
Plainville,2011,Pedestrian/vehicle,5,0,5
Plainville,2011,Vehicle/vehicle,577,2,181
Plainville,2012,Cyclist/vehicle,9,0,6
Plainville,2012,Pedestrian/vehicle,5,0,5
Plainville,2012,Vehicle/vehicle,628,0,190
Plainville,2013,Cyclist/vehicle,6,0,6
Plainville,2013,Pedestrian/vehicle,6,0,5
Plainville,2013,Vehicle/vehicle,614,0,147
Plainville,2014,Cyclist/vehicle,3,0,3
Plainville,2014,Pedestrian/vehicle,3,0,3
Plainville,2014,Vehicle/vehicle,647,1,165
Plymouth,2010,Cyclist/vehicle,1,0,1
Plymouth,2010,Pedestrian/vehicle,1,0,1
Plymouth,2010,Vehicle/vehicle,271,0,62
Plymouth,2011,Cyclist/vehicle,3,0,1
Plymouth,2011,Pedestrian/vehicle,1,0,1
Plymouth,2011,Vehicle/vehicle,206,0,56
Plymouth,2012,Cyclist/vehicle,1,0,0
Plymouth,2012,Pedestrian/vehicle,2,0,2
Plymouth,2012,Vehicle/vehicle,214,0,51
Plymouth,2013,Cyclist/vehicle,2,0,2
Plymouth,2013,Vehicle/vehicle,228,0,50
Plymouth,2014,Cyclist/vehicle,2,0,2
Plymouth,2014,Vehicle/vehicle,229,0,48
Pomfret,2010,Vehicle/vehicle,94,0,19
Pomfret,2011,Vehicle/vehicle,51,1,13
Pomfret,2012,Vehicle/vehicle,67,0,12
Pomfret,2013,Vehicle/vehicle,71,1,18
Pomfret,2014,Vehicle/vehicle,52,1,14
Portland,2010,Pedestrian/vehicle,2,0,2
Portland,2010,Vehicle/vehicle,162,2,51
Portland,2011,Cyclist/vehicle,1,0,1
Portland,2011,Pedestrian/vehicle,1,0,1
Portland,2011,Vehicle/vehicle,176,1,47
Portland,2012,Cyclist/vehicle,1,0,1
Portland,2012,Pedestrian/vehicle,1,0,1
Portland,2012,Vehicle/vehicle,179,0,40
Portland,2013,Vehicle/vehicle,120,3,24
Portland,2014,Vehicle/vehicle,118,1,31
Preston,2010,Pedestrian/vehicle,1,1,1
Preston,2010,Vehicle/vehicle,174,1,59
Preston,2011,Pedestrian/vehicle,1,0,1
Preston,2011,Vehicle/vehicle,160,1,44
Preston,2012,Vehicle/vehicle,181,0,44
Preston,2013,Pedestrian/vehicle,2,1,2
Preston,2013,Vehicle/vehicle,164,1,43
Preston,2014,Vehicle/vehicle,152,1,42
Prospect,2010,Cyclist/vehicle,1,0,0
Prospect,2010,Pedestrian/vehicle,2,0,2
Prospect,2010,Vehicle/vehicle,187,3,55
Prospect,2011,Vehicle/vehicle,115,1,31
Prospect,2012,Pedestrian/vehicle,2,0,2
Prospect,2012,Vehicle/vehicle,145,0,41
Prospect,2013,Cyclist/vehicle,1,0,1
Prospect,2013,Pedestrian/vehicle,3,1,3
Prospect,2013,Vehicle/vehicle,190,0,56
Prospect,2014,Pedestrian/vehicle,1,0,1
Prospect,2014,Vehicle/vehicle,168,1,36
Putnam,2010,Cyclist/vehicle,1,0,1
Putnam,2010,Pedestrian/vehicle,1,0,1
Putnam,2010,Vehicle/vehicle,270,2,59
Putnam,2011,Pedestrian/vehicle,2,0,1
Putnam,2011,Vehicle/vehicle,219,2,38
Putnam,2012,Cyclist/vehicle,3,0,3
Putnam,2012,Pedestrian/vehicle,2,0,2
Putnam,2012,Vehicle/vehicle,245,0,44
Putnam,2013,Cyclist/vehicle,1,0,1
Putnam,2013,Pedestrian/vehicle,6,1,4
Putnam,2013,Vehicle/vehicle,240,0,45
Putnam,2014,Cyclist/vehicle,2,0,2
Putnam,2014,Pedestrian/vehicle,2,0,2
Putnam,2014,Vehicle/vehicle,211,1,45
Redding,2010,Vehicle/vehicle,191,1,35
Redding,2011,Cyclist/vehicle,1,0,1
Redding,2011,Pedestrian/vehicle,1,0,1
Redding,2011,Vehicle/vehicle,149,1,34
Redding,2012,Cyclist/vehicle,1,0,1
Redding,2012,Vehicle/vehicle,167,2,32
Redding,2013,Cyclist/vehicle,3,0,2
Redding,2013,Pedestrian/vehicle,1,0,0
Redding,2013,Vehicle/vehicle,132,0,27
Redding,2014,Cyclist/vehicle,2,0,2
Redding,2014,Pedestrian/vehicle,1,0,1
Redding,2014,Vehicle/vehicle,164,0,28
Ridgefield,2010,Cyclist/vehicle,5,0,4
Ridgefield,2010,Pedestrian/vehicle,4,0,4
Ridgefield,2010,Vehicle/vehicle,496,1,83
Ridgefield,2011,Cyclist/vehicle,2,0,2
Ridgefield,2011,Pedestrian/vehicle,6,0,6
Ridgefield,2011,Vehicle/vehicle,419,1,85
Ridgefield,2012,Cyclist/vehicle,1,0,1
Ridgefield,2012,Pedestrian/vehicle,5,0,5
Ridgefield,2012,Vehicle/vehicle,462,1,84
Ridgefield,2013,Pedestrian/vehicle,3,0,3
Ridgefield,2013,Vehicle/vehicle,460,1,60
Ridgefield,2014,Cyclist/vehicle,4,0,3
Ridgefield,2014,Pedestrian/vehicle,1,1,1
Ridgefield,2014,Vehicle/vehicle,478,0,53
Rocky Hill,2010,Pedestrian/vehicle,1,0,1
Rocky Hill,2010,Vehicle/vehicle,531,0,127
Rocky Hill,2011,Pedestrian/vehicle,1,0,1
Rocky Hill,2011,Vehicle/vehicle,490,0,115
Rocky Hill,2012,Cyclist/vehicle,1,0,0
Rocky Hill,2012,Pedestrian/vehicle,3,1,2
Rocky Hill,2012,Vehicle/vehicle,597,2,154
Rocky Hill,2013,Pedestrian/vehicle,3,0,3
Rocky Hill,2013,Vehicle/vehicle,521,0,128
Rocky Hill,2014,Pedestrian/vehicle,5,0,5
Rocky Hill,2014,Vehicle/vehicle,521,0,125
Roxbury,2010,Vehicle/vehicle,46,0,15
Roxbury,2011,Cyclist/vehicle,1,0,1
Roxbury,2011,Vehicle/vehicle,36,0,9
Roxbury,2012,Vehicle/vehicle,51,0,16
Roxbury,2013,Vehicle/vehicle,47,1,10
Roxbury,2014,Vehicle/vehicle,45,1,6
Salem,2010,Cyclist/vehicle,1,0,1
Salem,2010,Vehicle/vehicle,86,1,16
Salem,2011,Vehicle/vehicle,61,0,21
Salem,2012,Vehicle/vehicle,62,1,14
Salem,2013,Vehicle/vehicle,67,1,18
Salem,2014,Pedestrian/vehicle,1,0,1
Salem,2014,Vehicle/vehicle,66,1,15
Salisbury,2010,Cyclist/vehicle,1,0,1
Salisbury,2010,Pedestrian/vehicle,2,0,2
Salisbury,2010,Vehicle/vehicle,79,0,13
Salisbury,2011,Vehicle/vehicle,66,0,15
Salisbury,2012,Cyclist/vehicle,2,0,2
Salisbury,2012,Pedestrian/vehicle,1,0,1
Salisbury,2012,Vehicle/vehicle,99,1,18
Salisbury,2013,Pedestrian/vehicle,1,0,1
Salisbury,2013,Vehicle/vehicle,83,1,15
Salisbury,2014,Cyclist/vehicle,1,0,1
Salisbury,2014,Pedestrian/vehicle,1,0,1
Salisbury,2014,Vehicle/vehicle,75,0,20
Scotland,2010,Vehicle/vehicle,24,0,7
Scotland,2011,Vehicle/vehicle,17,1,8
Scotland,2012,Vehicle/vehicle,19,0,6
Scotland,2013,Vehicle/vehicle,17,0,4
Scotland,2014,Vehicle/vehicle,22,0,7
Seymour,2010,Cyclist/vehicle,3,0,3
Seymour,2010,Pedestrian/vehicle,5,0,5
Seymour,2010,Vehicle/vehicle,409,1,108
Seymour,2011,Cyclist/vehicle,3,0,2
Seymour,2011,Vehicle/vehicle,367,1,110
Seymour,2012,Pedestrian/vehicle,2,0,2
Seymour,2012,Vehicle/vehicle,412,2,113
Seymour,2013,Pedestrian/vehicle,4,0,4
Seymour,2013,Vehicle/vehicle,424,1,104
Seymour,2014,Cyclist/vehicle,2,0,2
Seymour,2014,Pedestrian/vehicle,4,0,4
Seymour,2014,Vehicle/vehicle,459,1,101
Sharon,2010,Vehicle/vehicle,66,0,13
Sharon,2011,Vehicle/vehicle,53,1,26
Sharon,2012,Vehicle/vehicle,69,0,23
Sharon,2013,Vehicle/vehicle,54,0,13
Sharon,2014,Vehicle/vehicle,52,0,11
Shelton,2010,Cyclist/vehicle,2,0,2
Shelton,2010,Pedestrian/vehicle,11,1,11
Shelton,2010,Vehicle/vehicle,930,4,205
Shelton,2011,Cyclist/vehicle,2,0,2
Shelton,2011,Pedestrian/vehicle,5,0,5
Shelton,2011,Vehicle/vehicle,759,2,232
Shelton,2012,Cyclist/vehicle,1,0,1
Shelton,2012,Pedestrian/vehicle,5,0,5
Shelton,2012,Vehicle/vehicle,833,3,208
Shelton,2013,Cyclist/vehicle,3,0,2
Shelton,2013,Pedestrian/vehicle,2,0,2
Shelton,2013,Vehicle/vehicle,837,4,194
Shelton,2014,Cyclist/vehicle,2,0,2
Shelton,2014,Pedestrian/vehicle,6,0,5
Shelton,2014,Vehicle/vehicle,668,1,149
Sherman,2010,Vehicle/vehicle,31,0,9
Sherman,2011,Vehicle/vehicle,34,1,12
Sherman,2012,Vehicle/vehicle,41,0,13
Sherman,2013,Vehicle/vehicle,38,0,5
Sherman,2014,Vehicle/vehicle,36,0,9
Simsbury,2010,Cyclist/vehicle,3,0,3
Simsbury,2010,Pedestrian/vehicle,2,0,2
Simsbury,2010,Vehicle/vehicle,366,1,74
Simsbury,2011,Cyclist/vehicle,6,0,4
Simsbury,2011,Pedestrian/vehicle,3,0,3
Simsbury,2011,Vehicle/vehicle,343,1,81
Simsbury,2012,Cyclist/vehicle,5,0,4
Simsbury,2012,Vehicle/vehicle,342,0,85
Simsbury,2013,Cyclist/vehicle,1,0,1
Simsbury,2013,Vehicle/vehicle,348,1,85
Simsbury,2014,Cyclist/vehicle,2,0,2
Simsbury,2014,Pedestrian/vehicle,2,0,1
Simsbury,2014,Vehicle/vehicle,348,0,70
Somers,2010,Cyclist/vehicle,1,0,0
Somers,2010,Vehicle/vehicle,128,0,40
Somers,2011,Pedestrian/vehicle,1,0,1
Somers,2011,Vehicle/vehicle,97,0,24
Somers,2012,Pedestrian/vehicle,1,0,1
Somers,2012,Vehicle/vehicle,124,2,34
Somers,2013,Cyclist/vehicle,1,0,1
Somers,2013,Vehicle/vehicle,129,0,34
Somers,2014,Vehicle/vehicle,125,1,29
South Windsor,2010,Cyclist/vehicle,2,0,1
South Windsor,2010,Pedestrian/vehicle,2,0,2
South Windsor,2010,Vehicle/vehicle,430,0,103
South Windsor,2011,Cyclist/vehicle,5,0,5
South Windsor,2011,Pedestrian/vehicle,1,0,1
South Windsor,2011,Vehicle/vehicle,353,3,112
South Windsor,2012,Cyclist/vehicle,1,0,0
South Windsor,2012,Pedestrian/vehicle,1,0,1
South Windsor,2012,Vehicle/vehicle,370,0,95
South Windsor,2013,Pedestrian/vehicle,4,0,4
South Windsor,2013,Vehicle/vehicle,414,1,131
South Windsor,2014,Cyclist/vehicle,3,0,3
South Windsor,2014,Pedestrian/vehicle,4,0,2
South Windsor,2014,Vehicle/vehicle,393,2,115
Southbury,2010,Vehicle/vehicle,475,2,90
Southbury,2011,Cyclist/vehicle,2,0,2
Southbury,2011,Pedestrian/vehicle,5,0,5
Southbury,2011,Vehicle/vehicle,381,0,104
Southbury,2012,Cyclist/vehicle,2,0,2
Southbury,2012,Pedestrian/vehicle,3,0,2
Southbury,2012,Vehicle/vehicle,521,0,112
Southbury,2013,Cyclist/vehicle,1,0,1
Southbury,2013,Pedestrian/vehicle,2,0,2
Southbury,2013,Vehicle/vehicle,474,1,111
Southbury,2014,Cyclist/vehicle,2,0,2
Southbury,2014,Pedestrian/vehicle,2,0,2
Southbury,2014,Vehicle/vehicle,438,1,105
Southington,2010,Cyclist/vehicle,4,0,3
Southington,2010,Pedestrian/vehicle,10,1,9
Southington,2010,Vehicle/vehicle,1089,2,260
Southington,2011,Cyclist/vehicle,7,0,6
Southington,2011,Pedestrian/vehicle,6,0,5
Southington,2011,Vehicle/vehicle,922,3,292
Southington,2012,Cyclist/vehicle,5,0,3
Southington,2012,Pedestrian/vehicle,5,0,5
Southington,2012,Vehicle/vehicle,1026,2,253
Southington,2013,Cyclist/vehicle,8,0,5
Southington,2013,Pedestrian/vehicle,5,1,5
Southington,2013,Vehicle/vehicle,1094,3,250
Southington,2014,Cyclist/vehicle,6,0,5
Southington,2014,Pedestrian/vehicle,5,0,5
Southington,2014,Vehicle/vehicle,1026,3,222
Sprague,2010,Vehicle/vehicle,29,0,7
Sprague,2011,Cyclist/vehicle,1,0,0
Sprague,2011,Vehicle/vehicle,24,0,8
Sprague,2012,Cyclist/vehicle,2,0,1
Sprague,2012,Vehicle/vehicle,31,1,9
Sprague,2013,Vehicle/vehicle,32,0,5
Sprague,2014,Cyclist/vehicle,1,0,1
Sprague,2014,Vehicle/vehicle,28,1,8
Stafford,2010,Cyclist/vehicle,3,0,2
Stafford,2010,Pedestrian/vehicle,3,2,3
Stafford,2010,Vehicle/vehicle,159,1,43
Stafford,2011,Cyclist/vehicle,4,0,4
Stafford,2011,Pedestrian/vehicle,3,0,2
Stafford,2011,Vehicle/vehicle,134,0,40
Stafford,2012,Pedestrian/vehicle,2,1,1
Stafford,2012,Vehicle/vehicle,134,0,27
Stafford,2013,Pedestrian/vehicle,3,0,3
Stafford,2013,Vehicle/vehicle,148,0,35
Stafford,2014,Cyclist/vehicle,1,0,1
Stafford,2014,Vehicle/vehicle,143,0,31
Stamford,2010,Cyclist/vehicle,18,0,16
Stamford,2010,Pedestrian/vehicle,100,0,94
Stamford,2010,Vehicle/vehicle,3728,7,739
Stamford,2011,Cyclist/vehicle,21,0,21
Stamford,2011,Pedestrian/vehicle,66,0,65
Stamford,2011,Vehicle/vehicle,2441,2,771
Stamford,2012,Cyclist/vehicle,15,0,12
Stamford,2012,Pedestrian/vehicle,86,1,82
Stamford,2012,Vehicle/vehicle,3856,2,737
Stamford,2013,Cyclist/vehicle,21,0,19
Stamford,2013,Pedestrian/vehicle,69,2,65
Stamford,2013,Vehicle/vehicle,3500,4,684
Stamford,2014,Cyclist/vehicle,21,0,18
Stamford,2014,Pedestrian/vehicle,70,5,68
Stamford,2014,Vehicle/vehicle,3067,5,622
Sterling,2010,Pedestrian/vehicle,1,0,1
Sterling,2010,Vehicle/vehicle,41,1,11
Sterling,2011,Vehicle/vehicle,19,0,8
Sterling,2012,Vehicle/vehicle,44,0,13
Sterling,2013,Vehicle/vehicle,43,1,14
Sterling,2014,Vehicle/vehicle,40,0,7
Stonington,2010,Cyclist/vehicle,5,0,4
Stonington,2010,Pedestrian/vehicle,7,1,6
Stonington,2010,Vehicle/vehicle,507,2,106
Stonington,2011,Cyclist/vehicle,4,0,1
Stonington,2011,Pedestrian/vehicle,5,0,5
Stonington,2011,Vehicle/vehicle,385,1,104
Stonington,2012,Cyclist/vehicle,8,0,5
Stonington,2012,Pedestrian/vehicle,3,0,1
Stonington,2012,Vehicle/vehicle,471,0,95
Stonington,2013,Cyclist/vehicle,8,0,7
Stonington,2013,Pedestrian/vehicle,1,0,1
Stonington,2013,Vehicle/vehicle,421,1,72
Stonington,2014,Cyclist/vehicle,11,0,10
Stonington,2014,Pedestrian/vehicle,5,1,4
Stonington,2014,Vehicle/vehicle,492,3,83
Stratford,2010,Cyclist/vehicle,20,0,18
Stratford,2010,Pedestrian/vehicle,12,0,11
Stratford,2010,Vehicle/vehicle,1616,1,357
Stratford,2011,Cyclist/vehicle,11,0,9
Stratford,2011,Pedestrian/vehicle,17,0,17
Stratford,2011,Vehicle/vehicle,1201,3,354
Stratford,2012,Cyclist/vehicle,6,0,6
Stratford,2012,Pedestrian/vehicle,17,1,17
Stratford,2012,Vehicle/vehicle,1397,1,308
Stratford,2013,Cyclist/vehicle,13,0,9
Stratford,2013,Pedestrian/vehicle,10,0,10
Stratford,2013,Vehicle/vehicle,1297,2,304
Stratford,2014,Cyclist/vehicle,17,0,14
Stratford,2014,Pedestrian/vehicle,13,0,12
Stratford,2014,Vehicle/vehicle,1452,2,319
Suffield,2010,Cyclist/vehicle,1,0,0
Suffield,2010,Vehicle/vehicle,208,1,56
Suffield,2011,Cyclist/vehicle,2,0,2
Suffield,2011,Vehicle/vehicle,166,0,53
Suffield,2012,Cyclist/vehicle,3,0,3
Suffield,2012,Pedestrian/vehicle,1,1,1
Suffield,2012,Vehicle/vehicle,201,2,57
Suffield,2013,Pedestrian/vehicle,2,0,2
Suffield,2013,Vehicle/vehicle,180,0,52
Suffield,2014,Cyclist/vehicle,2,1,2
Suffield,2014,Pedestrian/vehicle,2,1,2
Suffield,2014,Vehicle/vehicle,191,1,41
Thomaston,2010,Cyclist/vehicle,2,0,0
Thomaston,2010,Pedestrian/vehicle,1,0,1
Thomaston,2010,Vehicle/vehicle,236,1,39
Thomaston,2011,Vehicle/vehicle,106,2,18
Thomaston,2012,Cyclist/vehicle,2,0,2
Thomaston,2012,Pedestrian/vehicle,2,0,2
Thomaston,2012,Vehicle/vehicle,230,0,34
Thomaston,2013,Vehicle/vehicle,244,0,53
Thomaston,2014,Cyclist/vehicle,1,0,0
Thomaston,2014,Vehicle/vehicle,220,0,51
Thompson,2010,Vehicle/vehicle,166,0,42
Thompson,2011,Pedestrian/vehicle,1,0,1
Thompson,2011,Vehicle/vehicle,130,1,33
Thompson,2012,Cyclist/vehicle,2,0,2
Thompson,2012,Vehicle/vehicle,145,0,36
Thompson,2013,Vehicle/vehicle,147,1,32
Thompson,2014,Pedestrian/vehicle,1,0,1
Thompson,2014,Vehicle/vehicle,147,2,42
Tolland,2010,Vehicle/vehicle,315,1,80
Tolland,2011,Cyclist/vehicle,1,0,1
Tolland,2011,Vehicle/vehicle,245,0,63
Tolland,2012,Pedestrian/vehicle,1,0,1
Tolland,2012,Vehicle/vehicle,288,2,71
Tolland,2013,Vehicle/vehicle,259,1,56
Tolland,2014,Cyclist/vehicle,1,0,1
Tolland,2014,Vehicle/vehicle,264,1,67
Torrington,2010,Cyclist/vehicle,13,0,9
Torrington,2010,Pedestrian/vehicle,13,0,12
Torrington,2010,Vehicle/vehicle,881,6,195
Torrington,2011,Cyclist/vehicle,10,0,9
Torrington,2011,Pedestrian/vehicle,14,0,13
Torrington,2011,Vehicle/vehicle,691,3,184
Torrington,2012,Cyclist/vehicle,15,0,13
Torrington,2012,Pedestrian/vehicle,13,0,12
Torrington,2012,Vehicle/vehicle,753,5,172
Torrington,2013,Cyclist/vehicle,7,0,7
Torrington,2013,Pedestrian/vehicle,18,0,18
Torrington,2013,Vehicle/vehicle,779,1,150
Torrington,2014,Cyclist/vehicle,11,0,10
Torrington,2014,Pedestrian/vehicle,9,1,9
Torrington,2014,Vehicle/vehicle,869,2,181
Trumbull,2010,Cyclist/vehicle,4,0,3
Trumbull,2010,Pedestrian/vehicle,6,0,6
Trumbull,2010,Vehicle/vehicle,1194,3,284
Trumbull,2011,Cyclist/vehicle,2,0,2
Trumbull,2011,Pedestrian/vehicle,6,0,6
Trumbull,2011,Vehicle/vehicle,993,4,280
Trumbull,2012,Cyclist/vehicle,4,0,4
Trumbull,2012,Pedestrian/vehicle,3,0,3
Trumbull,2012,Vehicle/vehicle,1085,5,247
Trumbull,2013,Cyclist/vehicle,2,0,2
Trumbull,2013,Pedestrian/vehicle,4,0,3
