town,year,crash_type,total_crashes,fatal_crashes,injury_or_fatal_crashes
Essex,2010,Pedestrian/vehicle,1,0,1
Essex,2010,Vehicle/vehicle,87,0,18
Essex,2011,Cyclist/vehicle,1,0,1
Essex,2011,Vehicle/vehicle,112,1,32
Essex,2012,Cyclist/vehicle,1,0,1
Essex,2012,Pedestrian/vehicle,2,0,2
Essex,2012,Vehicle/vehicle,84,1,18
Essex,2013,Cyclist/vehicle,2,0,2
Essex,2013,Vehicle/vehicle,90,0,23
Essex,2014,Vehicle/vehicle,89,1,20
Fairfield,2010,Cyclist/vehicle,9,0,8
Fairfield,2010,Pedestrian/vehicle,20,1,20
Fairfield,2010,Vehicle/vehicle,1213,3,380
Fairfield,2011,Cyclist/vehicle,7,1,7
Fairfield,2011,Pedestrian/vehicle,13,0,13
Fairfield,2011,Vehicle/vehicle,1143,2,362
Fairfield,2012,Cyclist/vehicle,10,0,8
Fairfield,2012,Pedestrian/vehicle,13,1,13
Fairfield,2012,Vehicle/vehicle,1191,5,333
Fairfield,2013,Cyclist/vehicle,7,0,6
Fairfield,2013,Pedestrian/vehicle,15,0,14
Fairfield,2013,Vehicle/vehicle,1220,2,335
Fairfield,2014,Cyclist/vehicle,7,0,7
Fairfield,2014,Pedestrian/vehicle,13,0,9
Fairfield,2014,Vehicle/vehicle,1512,2,340
Farmington,2010,Cyclist/vehicle,4,0,4
Farmington,2010,Pedestrian/vehicle,5,0,5
Farmington,2010,Vehicle/vehicle,1031,3,212
Farmington,2011,Cyclist/vehicle,1,0,0
Farmington,2011,Pedestrian/vehicle,4,0,4
Farmington,2011,Vehicle/vehicle,898,3,199
Farmington,2012,Cyclist/vehicle,3,0,1
Farmington,2012,Pedestrian/vehicle,7,2,7
Farmington,2012,Vehicle/vehicle,911,4,215
Farmington,2013,Cyclist/vehicle,1,0,1
Farmington,2013,Pedestrian/vehicle,6,0,5
Farmington,2013,Vehicle/vehicle,987,7,213
Farmington,2014,Cyclist/vehicle,4,0,3
Farmington,2014,Pedestrian/vehicle,3,0,3
Farmington,2014,Vehicle/vehicle,943,3,183
Franklin,2010,Vehicle/vehicle,77,0,20
Franklin,2011,Pedestrian/vehicle,2,0,2
Franklin,2011,Vehicle/vehicle,65,0,12
Franklin,2012,Pedestrian/vehicle,1,0,1
Franklin,2012,Vehicle/vehicle,73,2,22
Franklin,2013,Vehicle/vehicle,86,1,28
Franklin,2014,Cyclist/vehicle,1,0,1
Franklin,2014,Vehicle/vehicle,62,1,15
Glastonbury,2010,Cyclist/vehicle,5,1,4
Glastonbury,2010,Pedestrian/vehicle,4,1,4
Glastonbury,2010,Vehicle/vehicle,672,1,158
Glastonbury,2011,Cyclist/vehicle,5,0,5
Glastonbury,2011,Pedestrian/vehicle,2,0,1
Glastonbury,2011,Vehicle/vehicle,562,2,157
Glastonbury,2012,Cyclist/vehicle,3,0,3
Glastonbury,2012,Pedestrian/vehicle,2,0,2
Glastonbury,2012,Vehicle/vehicle,724,1,159
Glastonbury,2013,Cyclist/vehicle,5,0,5
Glastonbury,2013,Pedestrian/vehicle,5,0,5
Glastonbury,2013,Vehicle/vehicle,814,1,191
Glastonbury,2014,Cyclist/vehicle,3,0,2
Glastonbury,2014,Pedestrian/vehicle,7,0,6
Glastonbury,2014,Vehicle/vehicle,765,0,160
Goshen,2010,Vehicle/vehicle,37,0,4
Goshen,2011,Vehicle/vehicle,32,1,13
Goshen,2012,Vehicle/vehicle,37,0,10
Goshen,2013,Cyclist/vehicle,1,0,1
Goshen,2013,Vehicle/vehicle,43,0,11
Goshen,2014,Vehicle/vehicle,44,1,12
Granby,2010,Cyclist/vehicle,2,0,2
Granby,2010,Vehicle/vehicle,178,1,33
Granby,2011,Cyclist/vehicle,3,0,3
Granby,2011,Pedestrian/vehicle,2,0,2
Granby,2011,Vehicle/vehicle,119,2,24
Granby,2012,Cyclist/vehicle,2,0,1
Granby,2012,Vehicle/vehicle,123,0,32
Granby,2013,Pedestrian/vehicle,1,0,1
Granby,2013,Vehicle/vehicle,102,1,21
Granby,2014,Cyclist/vehicle,1,0,1
Granby,2014,Pedestrian/vehicle,1,0,1
Granby,2014,Vehicle/vehicle,166,1,29
Greenwich,2010,Cyclist/vehicle,11,0,9
Greenwich,2010,Pedestrian/vehicle,24,1,23
Greenwich,2010,Vehicle/vehicle,2021,1,396
Greenwich,2011,Cyclist/vehicle,12,0,12
Greenwich,2011,Pedestrian/vehicle,13,0,13
Greenwich,2011,Vehicle/vehicle,1383,3,328
Greenwich,2012,Cyclist/vehicle,14,0,12
Greenwich,2012,Pedestrian/vehicle,22,1,19
Greenwich,2012,Vehicle/vehicle,1975,1,370
Greenwich,2013,Cyclist/vehicle,8,0,6
Greenwich,2013,Pedestrian/vehicle,9,2,7
Greenwich,2013,Vehicle/vehicle,1971,2,328
Greenwich,2014,Cyclist/vehicle,7,0,4
Greenwich,2014,Pedestrian/vehicle,16,0,12
Greenwich,2014,Vehicle/vehicle,1954,0,321
Griswold,2010,Pedestrian/vehicle,1,0,1
Griswold,2010,Vehicle/vehicle,211,3,62
Griswold,2011,Cyclist/vehicle,1,0,1
Griswold,2011,Pedestrian/vehicle,1,0,1
Griswold,2011,Vehicle/vehicle,142,1,33
Griswold,2012,Vehicle/vehicle,234,1,38
Griswold,2013,Pedestrian/vehicle,1,0,1
Griswold,2013,Vehicle/vehicle,192,4,46
Griswold,2014,Cyclist/vehicle,1,0,1
Griswold,2014,Pedestrian/vehicle,2,0,2
Griswold,2014,Vehicle/vehicle,181,0,41
Groton,2010,Cyclist/vehicle,3,0,2
Groton,2010,Pedestrian/vehicle,7,0,7
Groton,2010,Vehicle/vehicle,878,1,165
Groton,2011,Cyclist/vehicle,13,0,8
Groton,2011,Pedestrian/vehicle,6,1,4
Groton,2011,Vehicle/vehicle,751,4,163
Groton,2012,Cyclist/vehicle,12,0,7
Groton,2012,Pedestrian/vehicle,6,0,5
Groton,2012,Vehicle/vehicle,827,2,120
Groton,2013,Cyclist/vehicle,9,0,7
Groton,2013,Pedestrian/vehicle,9,0,6
Groton,2013,Vehicle/vehicle,968,0,153
Groton,2014,Cyclist/vehicle,5,0,4
Groton,2014,Pedestrian/vehicle,3,0,3
Groton,2014,Vehicle/vehicle,900,0,146
Guilford,2010,Cyclist/vehicle,3,0,3
Guilford,2010,Pedestrian/vehicle,5,0,4
Guilford,2010,Vehicle/vehicle,465,2,105
Guilford,2011,Cyclist/vehicle,2,0,2
Guilford,2011,Pedestrian/vehicle,3,0,3
Guilford,2011,Vehicle/vehicle,409,1,105
Guilford,2012,Cyclist/vehicle,1,0,1
Guilford,2012,Pedestrian/vehicle,6,1,5
Guilford,2012,Vehicle/vehicle,471,1,120
Guilford,2013,Cyclist/vehicle,1,0,1
Guilford,2013,Vehicle/vehicle,451,2,88
Guilford,2014,Cyclist/vehicle,4,1,3
Guilford,2014,Pedestrian/vehicle,2,0,2
Guilford,2014,Vehicle/vehicle,458,1,74
Haddam,2010,Cyclist/vehicle,1,0,1
Haddam,2010,Vehicle/vehicle,147,3,43
Haddam,2011,Cyclist/vehicle,1,0,0
Haddam,2011,Vehicle/vehicle,136,1,46
Haddam,2012,Cyclist/vehicle,2,0,2
Haddam,2012,Pedestrian/vehicle,1,0,1
Haddam,2012,Vehicle/vehicle,130,1,36
Haddam,2013,Pedestrian/vehicle,1,0,1
Haddam,2013,Vehicle/vehicle,153,1,37
Haddam,2014,Cyclist/vehicle,1,0,1
Haddam,2014,Pedestrian/vehicle,1,0,1
Haddam,2014,Vehicle/vehicle,179,0,44
Hamden,2010,Cyclist/vehicle,18,0,16
Hamden,2010,Pedestrian/vehicle,16,0,14
Hamden,2010,Vehicle/vehicle,1694,1,352
Hamden,2011,Cyclist/vehicle,8,0,8
Hamden,2011,Pedestrian/vehicle,13,0,13
Hamden,2011,Vehicle/vehicle,1341,3,318
Hamden,2012,Cyclist/vehicle,16,0,14
Hamden,2012,Pedestrian/vehicle,16,1,16
Hamden,2012,Vehicle/vehicle,1483,0,344
Hamden,2013,Cyclist/vehicle,9,0,6
Hamden,2013,Pedestrian/vehicle,20,0,19
Hamden,2013,Vehicle/vehicle,1582,3,343
Hamden,2014,Cyclist/vehicle,4,0,4
Hamden,2014,Pedestrian/vehicle,16,1,14
Hamden,2014,Vehicle/vehicle,1424,1,314
Hampton,2010,Vehicle/vehicle,32,3,10
Hampton,2011,Vehicle/vehicle,18,0,4
Hampton,2012,Vehicle/vehicle,32,0,9
Hampton,2013,Vehicle/vehicle,25,0,7
Hampton,2014,Vehicle/vehicle,32,0,5
Hartford,2010,Cyclist/vehicle,59,0,51
Hartford,2010,Pedestrian/vehicle,128,4,119
Hartford,2010,Vehicle/vehicle,5573,9,1432
Hartford,2011,Cyclist/vehicle,42,1,41
Hartford,2011,Pedestrian/vehicle,128,1,128
Hartford,2011,Vehicle/vehicle,3595,4,1389
Hartford,2012,Cyclist/vehicle,67,0,55
Hartford,2012,Pedestrian/vehicle,106,1,103
Hartford,2012,Vehicle/vehicle,5537,11,1414
Hartford,2013,Cyclist/vehicle,40,0,34
Hartford,2013,Pedestrian/vehicle,122,3,114
Hartford,2013,Vehicle/vehicle,5780,8,1421
Hartford,2014,Cyclist/vehicle,59,0,51
Hartford,2014,Pedestrian/vehicle,128,0,118
Hartford,2014,Vehicle/vehicle,5992,3,1380
Hartland,2010,Vehicle/vehicle,11,0,5
Hartland,2011,Vehicle/vehicle,14,0,2
Hartland,2012,Vehicle/vehicle,21,0,2
Hartland,2013,Vehicle/vehicle,10,1,3
Hartland,2014,Vehicle/vehicle,22,0,9
Harwinton,2010,Vehicle/vehicle,134,2,35
Harwinton,2011,Cyclist/vehicle,1,0,1
Harwinton,2011,Vehicle/vehicle,104,2,23
Harwinton,2012,Vehicle/vehicle,102,1,28
Harwinton,2013,Cyclist/vehicle,2,0,2
Harwinton,2013,Vehicle/vehicle,116,3,28
Harwinton,2014,Vehicle/vehicle,114,1,19
Hebron,2010,Vehicle/vehicle,106,2,26
Hebron,2011,Cyclist/vehicle,1,0,1
Hebron,2011,Vehicle/vehicle,102,1,30
Hebron,2012,Cyclist/vehicle,1,0,1
Hebron,2012,Vehicle/vehicle,105,1,28
Hebron,2013,Cyclist/vehicle,2,0,2
Hebron,2013,Pedestrian/vehicle,1,0,1
Hebron,2013,Vehicle/vehicle,116,4,27
Hebron,2014,Cyclist/vehicle,1,0,1
Hebron,2014,Pedestrian/vehicle,1,1,1
Hebron,2014,Vehicle/vehicle,100,2,34
Kent,2010,Vehicle/vehicle,63,2,20
Kent,2011,Vehicle/vehicle,54,0,21
Kent,2012,Vehicle/vehicle,64,1,23
Kent,2013,Cyclist/vehicle,1,0,1
Kent,2013,Vehicle/vehicle,59,0,13
Kent,2014,Vehicle/vehicle,47,0,17
Killingly,2010,Cyclist/vehicle,1,0,0
Killingly,2010,Pedestrian/vehicle,5,0,4
Killingly,2010,Vehicle/vehicle,350,4,71
Killingly,2011,Cyclist/vehicle,5,0,5
Killingly,2011,Pedestrian/vehicle,5,0,5
Killingly,2011,Vehicle/vehicle,284,0,73
Killingly,2012,Cyclist/vehicle,3,0,2
Killingly,2012,Pedestrian/vehicle,3,0,3
Killingly,2012,Vehicle/vehicle,356,0,74
Killingly,2013,Cyclist/vehicle,4,0,4
Killingly,2013,Pedestrian/vehicle,2,0,2
Killingly,2013,Vehicle/vehicle,334,2,56
Killingly,2014,Cyclist/vehicle,4,0,4
Killingly,2014,Vehicle/vehicle,313,4,73
Killingworth,2010,Vehicle/vehicle,74,1,22
Killingworth,2011,Cyclist/vehicle,1,0,1
Killingworth,2011,Vehicle/vehicle,74,0,30
Killingworth,2012,Vehicle/vehicle,80,1,27
Killingworth,2013,Cyclist/vehicle,1,0,1
Killingworth,2013,Vehicle/vehicle,68,0,23
Killingworth,2014,Vehicle/vehicle,67,1,24
Lebanon,2010,Vehicle/vehicle,103,0,28
Lebanon,2011,Vehicle/vehicle,72,0,20
Lebanon,2012,Vehicle/vehicle,94,2,20
Lebanon,2013,Cyclist/vehicle,3,0,2
Lebanon,2013,Vehicle/vehicle,87,0,20
Lebanon,2014,Vehicle/vehicle,95,1,28
Ledyard,2010,Cyclist/vehicle,1,0,1
Ledyard,2010,Pedestrian/vehicle,1,0,1
Ledyard,2010,Vehicle/vehicle,257,1,53
Ledyard,2011,Cyclist/vehicle,1,0,1
Ledyard,2011,Pedestrian/vehicle,1,0,1
Ledyard,2011,Vehicle/vehicle,198,0,58
Ledyard,2012,Cyclist/vehicle,2,0,1
Ledyard,2012,Pedestrian/vehicle,1,0,0
Ledyard,2012,Vehicle/vehicle,268,0,51
Ledyard,2013,Cyclist/vehicle,2,0,1
Ledyard,2013,Pedestrian/vehicle,4,0,4
Ledyard,2013,Vehicle/vehicle,281,1,68
Ledyard,2014,Cyclist/vehicle,1,0,1
Ledyard,2014,Pedestrian/vehicle,1,0,0
Ledyard,2014,Vehicle/vehicle,252,3,62
Lisbon,2010,Vehicle/vehicle,133,3,31
Lisbon,2011,Vehicle/vehicle,101,1,23
Lisbon,2012,Pedestrian/vehicle,1,0,0
Lisbon,2012,Vehicle/vehicle,114,0,21
Lisbon,2013,Cyclist/vehicle,1,0,1
Lisbon,2013,Vehicle/vehicle,129,0,35
Lisbon,2014,Vehicle/vehicle,88,0,17
Litchfield,2010,Pedestrian/vehicle,3,0,3
Litchfield,2010,Vehicle/vehicle,226,0,54
Litchfield,2011,Cyclist/vehicle,1,0,1
Litchfield,2011,Pedestrian/vehicle,1,0,1
Litchfield,2011,Vehicle/vehicle,193,0,59
Litchfield,2012,Cyclist/vehicle,1,0,1
Litchfield,2012,Vehicle/vehicle,191,0,46
Litchfield,2013,Vehicle/vehicle,214,2,58
Litchfield,2014,Pedestrian/vehicle,1,0,0
Litchfield,2014,Vehicle/vehicle,200,2,47
Lyme,2010,Pedestrian/vehicle,1,0,1
Lyme,2010,Vehicle/vehicle,19,0,6
Lyme,2011,Vehicle/vehicle,13,0,6
Lyme,2012,Vehicle/vehicle,27,0,8
Lyme,2013,Vehicle/vehicle,26,1,8
Lyme,2014,Vehicle/vehicle,29,0,8
Madison,2010,Cyclist/vehicle,3,0,2
Madison,2010,Pedestrian/vehicle,5,1,4
Madison,2010,Vehicle/vehicle,278,1,53
Madison,2011,Cyclist/vehicle,7,0,5
Madison,2011,Pedestrian/vehicle,2,1,2
Madison,2011,Vehicle/vehicle,207,1,53
Madison,2012,Cyclist/vehicle,4,0,3
Madison,2012,Pedestrian/vehicle,1,0,1
Madison,2012,Vehicle/vehicle,282,0,51
Madison,2013,Cyclist/vehicle,5,0,3
Madison,2013,Pedestrian/vehicle,1,0,1
Madison,2013,Vehicle/vehicle,310,0,68
Madison,2014,Cyclist/vehicle,3,0,2
Madison,2014,Pedestrian/vehicle,2,0,2
Madison,2014,Vehicle/vehicle,292,0,73
Manchester,2010,Cyclist/vehicle,19,0,16
Manchester,2010,Pedestrian/vehicle,17,0,16
Manchester,2010,Vehicle/vehicle,1919,1,464
Manchester,2011,Cyclist/vehicle,12,1,11
Manchester,2011,Pedestrian/vehicle,16,0,14
Manchester,2011,Vehicle/vehicle,1394,3,510
Manchester,2012,Cyclist/vehicle,22,0,15
Manchester,2012,Pedestrian/vehicle,25,1,23
Manchester,2012,Vehicle/vehicle,1644,1,412
Manchester,2013,Cyclist/vehicle,17,1,16
Manchester,2013,Pedestrian/vehicle,23,1,21
Manchester,2013,Vehicle/vehicle,1701,1,391
Manchester,2014,Cyclist/vehicle,15,0,9
Manchester,2014,Pedestrian/vehicle,24,1,22
Manchester,2014,Vehicle/vehicle,1731,4,407
Mansfield,2010,Cyclist/vehicle,1,0,1
Mansfield,2010,Pedestrian/vehicle,7,0,7
Mansfield,2010,Vehicle/vehicle,411,3,110
Mansfield,2011,Cyclist/vehicle,1,0,1
Mansfield,2011,Pedestrian/vehicle,7,1,7
Mansfield,2011,Vehicle/vehicle,368,0,74
Mansfield,2012,Cyclist/vehicle,1,0,1
Mansfield,2012,Pedestrian/vehicle,4,1,4
Mansfield,2012,Vehicle/vehicle,407,2,73
Mansfield,2013,Cyclist/vehicle,2,0,1
Mansfield,2013,Pedestrian/vehicle,3,0,2
Mansfield,2013,Vehicle/vehicle,432,1,70
Mansfield,2014,Cyclist/vehicle,4,0,4
Mansfield,2014,Pedestrian/vehicle,4,1,3
Mansfield,2014,Vehicle/vehicle,392,1,66
Marlborough,2010,Cyclist/vehicle,1,0,1
Marlborough,2010,Pedestrian/vehicle,1,0,1
Marlborough,2010,Vehicle/vehicle,149,2,38
Marlborough,2011,Vehicle/vehicle,134,1,39
Marlborough,2012,Vehicle/vehicle,135,2,28
Marlborough,2013,Vehicle/vehicle,172,1,34
Marlborough,2014,Vehicle/vehicle,122,2,29
Meriden,2010,Cyclist/vehicle,22,0,15
Meriden,2010,Pedestrian/vehicle,33,3,31
Meriden,2010,Vehicle/vehicle,1749,4,414
Meriden,2011,Cyclist/vehicle,7,0,6
Meriden,2011,Pedestrian/vehicle,30,1,30
Meriden,2011,Vehicle/vehicle,1304,2,432
Meriden,2012,Cyclist/vehicle,7,0,7
Meriden,2012,Pedestrian/vehicle,19,1,19
Meriden,2012,Vehicle/vehicle,1272,3,352
Meriden,2013,Cyclist/vehicle,11,0,8
Meriden,2013,Pedestrian/vehicle,17,0,15
Meriden,2013,Vehicle/vehicle,1438,2,428
Meriden,2014,Cyclist/vehicle,7,0,5
Meriden,2014,Pedestrian/vehicle,22,0,22
Meriden,2014,Vehicle/vehicle,1684,3,463
Middlebury,2010,Pedestrian/vehicle,1,0,1
Middlebury,2010,Vehicle/vehicle,298,1,68
Middlebury,2011,Cyclist/vehicle,1,0,1
Middlebury,2011,Pedestrian/vehicle,2,0,1
Middlebury,2011,Vehicle/vehicle,264,1,59
Middlebury,2012,Cyclist/vehicle,1,0,1
Middlebury,2012,Vehicle/vehicle,275,1,77
Middlebury,2013,Pedestrian/vehicle,1,0,1
Middlebury,2013,Vehicle/vehicle,308,2,70
Middlebury,2014,Cyclist/vehicle,2,0,2
Middlebury,2014,Pedestrian/vehicle,2,0,1
Middlebury,2014,Vehicle/vehicle,291,2,65
Middlefield,2010,Vehicle/vehicle,70,0,17
Middlefield,2011,Cyclist/vehicle,2,0,2
Middlefield,2011,Vehicle/vehicle,74,0,22
Middlefield,2012,Cyclist/vehicle,2,0,2
Middlefield,2012,Pedestrian/vehicle,2,0,2
Middlefield,2012,Vehicle/vehicle,94,1,28
Middlefield,2013,Vehicle/vehicle,87,0,25
Middlefield,2014,Pedestrian/vehicle,1,0,1
Middlefield,2014,Vehicle/vehicle,76,0,24
Middletown,2010,Cyclist/vehicle,1,0,1
Middletown,2010,Pedestrian/vehicle,12,1,12
Middletown,2010,Vehicle/vehicle,566,1,241
Middletown,2011,Cyclist/vehicle,1,0,1
Middletown,2011,Pedestrian/vehicle,3,0,3
Middletown,2011,Vehicle/vehicle,527,3,195
Middletown,2012,Cyclist/vehicle,5,0,5
Middletown,2012,Pedestrian/vehicle,5,3,5
Middletown,2012,Vehicle/vehicle,466,3,187
Middletown,2013,Cyclist/vehicle,3,0,3
Middletown,2013,Pedestrian/vehicle,11,2,11
Middletown,2013,Vehicle/vehicle,460,1,163
Middletown,2014,Cyclist/vehicle,5,0,5
Middletown,2014,Pedestrian/vehicle,15,3,14
Middletown,2014,Vehicle/vehicle,613,1,206
Milford,2010,Cyclist/vehicle,14,0,12
Milford,2010,Pedestrian/vehicle,12,1,11
Milford,2010,Vehicle/vehicle,1287,4,401
Milford,2011,Cyclist/vehicle,8,0,7
Milford,2011,Pedestrian/vehicle,14,0,13
Milford,2011,Vehicle/vehicle,974,1,349
Milford,2012,Cyclist/vehicle,5,0,5
Milford,2012,Pedestrian/vehicle,14,0,11
Milford,2012,Vehicle/vehicle,1104,3,350
Milford,2013,Cyclist/vehicle,4,0,4
Milford,2013,Pedestrian/vehicle,2,1,2
Milford,2013,Vehicle/vehicle,1132,2,339
Milford,2014,Cyclist/vehicle,10,0,7
Milford,2014,Pedestrian/vehicle,8,1,8
Milford,2014,Vehicle/vehicle,974,3,302
Monroe,2010,Pedestrian/vehicle,2,0,2
Monroe,2010,Vehicle/vehicle,458,0,118
Monroe,2011,Cyclist/vehicle,1,0,0
Monroe,2011,Pedestrian/vehicle,2,0,2
Monroe,2011,Vehicle/vehicle,383,0,97
Monroe,2012,Pedestrian/vehicle,4,0,4
Monroe,2012,Vehicle/vehicle,428,2,96
Monroe,2013,Cyclist/vehicle,1,0,1
Monroe,2013,Pedestrian/vehicle,1,0,1
Monroe,2013,Vehicle/vehicle,375,1,91
Monroe,2014,Pedestrian/vehicle,2,0,1
Monroe,2014,Vehicle/vehicle,442,1,90
Montville,2010,Cyclist/vehicle,1,0,1
Montville,2010,Pedestrian/vehicle,3,0,3
Montville,2010,Vehicle/vehicle,507,1,121
Montville,2011,Cyclist/vehicle,2,0,2
Montville,2011,Pedestrian/vehicle,3,0,3
Montville,2011,Vehicle/vehicle,376,0,89
Montville,2012,Cyclist/vehicle,3,0,3
Montville,2012,Pedestrian/vehicle,4,1,3
Montville,2012,Vehicle/vehicle,473,2,115
Montville,2013,Cyclist/vehicle,2,0,1
Montville,2013,Pedestrian/vehicle,5,0,5
Montville,2013,Vehicle/vehicle,442,2,99
Montville,2014,Pedestrian/vehicle,3,0,3
Montville,2014,Vehicle/vehicle,443,2,89
Morris,2010,Cyclist/vehicle,1,0,1
Morris,2010,Vehicle/vehicle,33,0,5
Morris,2011,Cyclist/vehicle,1,0,1
Morris,2011,Vehicle/vehicle,32,0,8
Morris,2012,Vehicle/vehicle,26,0,6
Morris,2013,Vehicle/vehicle,32,0,11
Morris,2014,Vehicle/vehicle,31,1,7
Naugatuck,2010,Cyclist/vehicle,8,0,6
Naugatuck,2010,Pedestrian/vehicle,9,0,8
Naugatuck,2010,Vehicle/vehicle,729,3,200
Naugatuck,2011,Cyclist/vehicle,4,0,3
Naugatuck,2011,Pedestrian/vehicle,4,0,4
Naugatuck,2011,Vehicle/vehicle,512,1,148
Naugatuck,2012,Cyclist/vehicle,6,0,5
Naugatuck,2012,Pedestrian/vehicle,4,0,2
Naugatuck,2012,Vehicle/vehicle,663,1,139
Naugatuck,2013,Cyclist/vehicle,1,0,0
Naugatuck,2013,Pedestrian/vehicle,1,0,1
Naugatuck,2013,Vehicle/vehicle,648,1,146
Naugatuck,2014,Cyclist/vehicle,4,0,3
Naugatuck,2014,Pedestrian/vehicle,7,0,7
Naugatuck,2014,Vehicle/vehicle,674,1,109
New Britain,2010,Cyclist/vehicle,23,0,19
New Britain,2010,Pedestrian/vehicle,35,2,33
New Britain,2010,Vehicle/vehicle,1439,2,395
New Britain,2011,Cyclist/vehicle,16,0,15
New Britain,2011,Pedestrian/vehicle,47,0,45
New Britain,2011,Vehicle/vehicle,1027,3,442
New Britain,2012,Cyclist/vehicle,11,0,11
New Britain,2012,Pedestrian/vehicle,32,3,29
New Britain,2012,Vehicle/vehicle,1170,2,358
New Britain,2013,Cyclist/vehicle,11,0,11
New Britain,2013,Pedestrian/vehicle,28,1,26
New Britain,2013,Vehicle/vehicle,1028,2,263
New Britain,2014,Cyclist/vehicle,16,0,15
New Britain,2014,Pedestrian/vehicle,28,0,27
New Britain,2014,Vehicle/vehicle,1131,4,265
New Canaan,2010,Cyclist/vehicle,3,0,3
New Canaan,2010,Pedestrian/vehicle,8,1,7
New Canaan,2010,Vehicle/vehicle,430,1,94
New Canaan,2011,Cyclist/vehicle,5,0,5
New Canaan,2011,Pedestrian/vehicle,5,0,5
New Canaan,2011,Vehicle/vehicle,322,3,85
New Canaan,2012,Cyclist/vehicle,4,0,4
New Canaan,2012,Pedestrian/vehicle,5,0,5
New Canaan,2012,Vehicle/vehicle,437,1,91
New Canaan,2013,Cyclist/vehicle,4,0,4
New Canaan,2013,Pedestrian/vehicle,2,0,2
New Canaan,2013,Vehicle/vehicle,396,0,100
New Canaan,2014,Cyclist/vehicle,1,0,1
New Canaan,2014,Pedestrian/vehicle,6,1,5
New Canaan,2014,Vehicle/vehicle,427,0,87
New Fairfield,2010,Vehicle/vehicle,138,0,27
New Fairfield,2011,Pedestrian/vehicle,1,0,1
New Fairfield,2011,Vehicle/vehicle,113,0,24
New Fairfield,2012,Cyclist/vehicle,1,0,1
New Fairfield,2012,Pedestrian/vehicle,1,0,1
New Fairfield,2012,Vehicle/vehicle,137,0,30
New Fairfield,2013,Pedestrian/vehicle,1,0,0
New Fairfield,2013,Vehicle/vehicle,140,1,34
New Fairfield,2014,Pedestrian/vehicle,1,0,1
New Fairfield,2014,Vehicle/vehicle,143,0,34
New Hartford,2010,Cyclist/vehicle,1,0,1
New Hartford,2010,Pedestrian/vehicle,1,0,0
New Hartford,2010,Vehicle/vehicle,140,1,33
New Hartford,2011,Cyclist/vehicle,2,0,2
New Hartford,2011,Pedestrian/vehicle,2,0,2
New Hartford,2011,Vehicle/vehicle,110,0,35
New Hartford,2012,Cyclist/vehicle,1,0,1
New Hartford,2012,Vehicle/vehicle,126,0,31
New Hartford,2013,Cyclist/vehicle,1,0,1
New Hartford,2013,Vehicle/vehicle,98,0,20
New Hartford,2014,Vehicle/vehicle,129,1,32
New Haven,2010,Cyclist/vehicle,81,0,64
New Haven,2010,Pedestrian/vehicle,125,3,111
New Haven,2010,Vehicle/vehicle,6700,10,1659
New Haven,2011,Cyclist/vehicle,60,1,52
New Haven,2011,Pedestrian/vehicle,82,1,80
New Haven,2011,Vehicle/vehicle,3902,4,1356
New Haven,2012,Cyclist/vehicle,77,0,55
New Haven,2012,Pedestrian/vehicle,130,0,119
New Haven,2012,Vehicle/vehicle,5389,5,1356
New Haven,2013,Cyclist/vehicle,82,0,63
New Haven,2013,Pedestrian/vehicle,103,1,94
New Haven,2013,Vehicle/vehicle,5255,7,1266
New Haven,2014,Cyclist/vehicle,84,0,51
New Haven,2014,Pedestrian/vehicle,140,3,123
New Haven,2014,Vehicle/vehicle,6437,8,1502
New London,2010,Cyclist/vehicle,8,0,6
New London,2010,Pedestrian/vehicle,21,1,21
New London,2010,Vehicle/vehicle,836,2,162
New London,2011,Cyclist/vehicle,10,0,10
New London,2011,Pedestrian/vehicle,14,0,11
New London,2011,Vehicle/vehicle,555,1,143
New London,2012,Cyclist/vehicle,9,0,8
New London,2012,Pedestrian/vehicle,14,0,13
New London,2012,Vehicle/vehicle,838,0,145
New London,2013,Cyclist/vehicle,10,0,6
New London,2013,Pedestrian/vehicle,17,0,17
New London,2013,Vehicle/vehicle,870,1,165
New London,2014,Cyclist/vehicle,9,0,7
New London,2014,Pedestrian/vehicle,21,0,19
New London,2014,Vehicle/vehicle,824,2,173
New Milford,2010,Cyclist/vehicle,2,1,2
New Milford,2010,Pedestrian/vehicle,3,0,3
New Milford,2010,Vehicle/vehicle,658,0,177
New Milford,2011,Cyclist/vehicle,7,0,7
New Milford,2011,Pedestrian/vehicle,3,0,3
New Milford,2011,Vehicle/vehicle,545,0,172
New Milford,2012,Cyclist/vehicle,2,0,2
New Milford,2012,Pedestrian/vehicle,5,0,5
New Milford,2012,Vehicle/vehicle,632,3,185
New Milford,2013,Cyclist/vehicle,2,0,2
New Milford,2013,Pedestrian/vehicle,7,0,6
New Milford,2013,Vehicle/vehicle,605,3,153
New Milford,2014,Cyclist/vehicle,1,1,1
New Milford,2014,Pedestrian/vehicle,9,0,9
New Milford,2014,Vehicle/vehicle,552,1,133
Newington,2010,Cyclist/vehicle,9,0,9
Newington,2010,Pedestrian/vehicle,5,1,5
Newington,2010,Vehicle/vehicle,803,1,231
Newington,2011,Cyclist/vehicle,3,0,3
Newington,2011,Pedestrian/vehicle,5,1,5
Newington,2011,Vehicle/vehicle,835,1,225
Newington,2012,Cyclist/vehicle,8,0,5
